episode,junction,action,greedy_count,random_count
142,JE_east,1,129,24
142,JE_east,2,86,16
143,J0_central,0,72,24
143,J0_central,1,130,14
143,J0_central,2,138,22
143,JN_north,0,101,20
143,JN_north,1,95,25
143,JN_north,2,136,23
143,JS_south,0,67,22
143,JS_south,1,203,23
143,JS_south,2,64,21
143,JW_west,0,188,19
143,JW_west,1,82,25
143,JW_west,2,63,23
143,JE_east,0,88,22
143,JE_east,1,164,22
143,JE_east,2,79,25
144,J0_central,0,34,21
144,J0_central,1,238,23
144,J0_central,2,53,31
144,JN_north,0,134,23
144,JN_north,1,101,15
144,JN_north,2,114,13
144,JS_south,0,157,23
144,JS_south,1,88,17
144,JS_south,2,98,17
144,JW_west,0,134,19
144,JW_west,1,121,22
144,JW_west,2,84,20
144,JE_east,0,111,22
144,JE_east,1,112,17
144,JE_east,2,116,22
145,J0_central,0,73,15
145,J0_central,1,101,19
145,J0_central,2,164,28
145,JN_north,0,184,18
145,JN_north,1,80,16
145,JN_north,2,86,16
145,JS_south,0,122,20
145,JS_south,1,135,32
145,JS_south,2,79,12
145,JW_west,0,119,26
145,JW_west,1,77,18
145,JW_west,2,136,24
145,JE_east,0,126,11
145,JE_east,1,80,10
145,JE_east,2,155,18
146,J0_central,0,98,12
146,J0_central,1,98,20
146,J0_central,2,145,27
146,JN_north,0,126,17
146,JN_north,1,84,25
146,JN_north,2,130,18
146,JS_south,0,143,28
146,JS_south,1,94,14
146,JS_south,2,97,24
146,JW_west,0,188,20
146,JW_west,1,154,13
146,JW_west,2,10,15
146,JE_east,0,29,18
146,JE_east,1,151,17
146,JE_east,2,171,14
147,J0_central,0,37,18
147,J0_central,1,159,22
147,J0_central,2,143,21
147,JN_north,0,127,17
147,JN_north,1,92,21
147,JN_north,2,114,29
147,JS_south,0,89,20
147,JS_south,1,169,27
147,JS_south,2,71,24
147,JW_west,0,221,14
147,JW_west,1,54,17
147,JW_west,2,80,14
147,JE_east,0,151,28
147,JE_east,1,79,17
147,JE_east,2,108,17
148,J0_central,0,117,16
148,J0_central,1,121,34
148,J0_central,2,97,15
148,JN_north,0,94,20
148,JN_north,1,168,20
148,JN_north,2,82,16
148,JS_south,0,168,21
148,JS_south,1,123,26
148,JS_south,2,50,12
148,JW_west,0,125,19
148,JW_west,1,169,22
148,JW_west,2,42,23
148,JE_east,0,108,17
148,JE_east,1,63,13
148,JE_east,2,176,23
149,J0_central,0,104,22
149,J0_central,1,115,24
149,J0_central,2,113,22
149,JN_north,0,100,21
149,JN_north,1,127,22
149,JN_north,2,104,26
149,JS_south,0,85,15
149,JS_south,1,181,19
149,JS_south,2,88,12
149,JW_west,0,155,14
149,JW_west,1,105,23
149,JW_west,2,85,18
149,JE_east,0,94,22
149,JE_east,1,69,10
149,JE_east,2,185,20
150,J0_central,0,153,27
150,J0_central,1,112,11
150,J0_central,2,76,21
150,JN_north,0,157,14
150,JN_north,1,140,21
150,JN_north,2,44,24
150,JS_south,0,186,18
150,JS_south,1,55,24
150,JS_south,2,100,17
150,JW_west,0,71,13
150,JW_west,1,105,23
150,JW_west,2,167,21
150,JE_east,0,93,19
150,JE_east,1,79,16
150,JE_east,2,179,14
151,J0_central,0,104,22
151,J0_central,1,103,16
151,J0_central,2,134,21
151,JN_north,0,159,16
151,JN_north,1,136,22
151,JN_north,2,54,13
151,JS_south,0,115,15
151,JS_south,1,130,17
151,JS_south,2,101,22
151,JW_west,0,187,24
151,JW_west,1,97,12
151,JW_west,2,56,24
151,JE_east,0,119,26
151,JE_east,1,89,22
151,JE_east,2,128,16
152,J0_central,0,96,21
152,J0_central,1,112,30
152,J0_central,2,119,22
152,JN_north,0,135,25
152,JN_north,1,177,16
152,JN_north,2,32,15
152,JS_south,0,113,16
152,JS_south,1,161,18
152,JS_south,2,75,17
152,JW_west,0,135,23
152,JW_west,1,89,21
152,JW_west,2,115,17
152,JE_east,0,127,16
152,JE_east,1,130,26
152,JE_east,2,82,19
153,J0_central,0,102,23
153,J0_central,1,161,22
153,J0_central,2,75,17
153,JN_north,0,89,19
153,JN_north,1,164,25
153,JN_north,2,89,14
153,JS_south,0,134,18
153,JS_south,1,93,9
153,JS_south,2,128,18
153,JW_west,0,162,19
153,JW_west,1,112,21
153,JW_west,2,60,26
153,JE_east,0,186,24
153,JE_east,1,47,12
153,JE_east,2,107,24
154,J0_central,0,164,21
154,J0_central,1,64,17
154,J0_central,2,110,24
154,JN_north,0,135,14
154,JN_north,1,120,21
154,JN_north,2,90,20
154,JS_south,0,174,18
154,JS_south,1,127,12
154,JS_south,2,51,18
154,JW_west,0,195,16
154,JW_west,1,89,27
154,JW_west,2,54,19
154,JE_east,0,152,17
154,JE_east,1,131,20
154,JE_east,2,61,19
155,J0_central,0,134,16
155,J0_central,1,94,20
155,J0_central,2,114,22
155,JN_north,0,121,26
155,JN_north,1,126,20
155,JN_north,2,87,20
155,JS_south,0,127,14
155,JS_south,1,184,17
155,JS_south,2,34,24
155,JW_west,0,180,19
155,JW_west,1,85,19
155,JW_west,2,87,10
155,JE_east,0,122,23
155,JE_east,1,101,17
155,JE_east,2,114,23
156,J0_central,0,97,24
156,J0_central,1,100,25
156,J0_central,2,129,25
156,JN_north,0,165,14
156,JN_north,1,94,16
156,JN_north,2,92,19
156,JS_south,0,163,16
156,JS_south,1,137,16
156,JS_south,2,53,15
156,JW_west,0,206,17
156,JW_west,1,65,25
156,JW_west,2,71,16
156,JE_east,0,84,20
156,JE_east,1,156,16
156,JE_east,2,101,23
157,J0_central,0,90,20
157,J0_central,1,160,17
157,J0_central,2,97,16
157,JN_north,0,120,16
157,JN_north,1,163,23
157,JN_north,2,57,21
157,JS_south,0,121,27
157,JS_south,1,162,20
157,JS_south,2,55,15
157,JW_west,0,136,17
157,JW_west,1,99,22
157,JW_west,2,102,24
157,JE_east,0,112,20
157,JE_east,1,115,19
157,JE_east,2,111,23
158,J0_central,0,104,21
158,J0_central,1,190,21
158,J0_central,2,42,22
158,JN_north,0,223,23
158,JN_north,1,93,18
158,JN_north,2,27,16
158,JS_south,0,168,18
158,JS_south,1,77,21
158,JS_south,2,91,25
158,JW_west,0,139,16
158,JW_west,1,127,23
158,JW_west,2,79,16
158,JE_east,0,136,17
158,JE_east,1,93,18
158,JE_east,2,111,25
159,J0_central,0,113,20
159,J0_central,1,135,12
159,J0_central,2,100,20
159,JN_north,0,129,9
159,JN_north,1,90,24
159,JN_north,2,122,26
159,JS_south,0,143,15
159,JS_south,1,132,21
159,JS_south,2,64,25
159,JW_west,0,232,19
159,JW_west,1,44,18
159,JW_west,2,64,23
159,JE_east,0,115,8
159,JE_east,1,119,22
159,JE_east,2,114,22
160,J0_central,0,144,17
160,J0_central,1,77,21
160,J0_central,2,128,13
160,JN_north,0,88,15
160,JN_north,1,151,24
160,JN_north,2,101,21
160,JS_south,0,158,13
160,JS_south,1,91,16
160,JS_south,2,97,25
160,JW_west,0,173,24
160,JW_west,1,111,27
160,JW_west,2,47,18
160,JE_east,0,131,22
160,JE_east,1,61,19
160,JE_east,2,149,18
161,J0_central,0,123,20
161,J0_central,1,90,14
161,J0_central,2,134,19
161,JN_north,0,72,15
161,JN_north,1,186,13
161,JN_north,2,94,20
161,JS_south,0,163,24
161,JS_south,1,57,14
161,JS_south,2,120,22
161,JW_west,0,182,15
161,JW_west,1,96,25
161,JW_west,2,60,22
161,JE_east,0,150,18
161,JE_east,1,65,15
161,JE_east,2,135,17
162,J0_central,0,101,32
162,J0_central,1,89,12
162,J0_central,2,148,18
162,JN_north,0,189,25
162,JN_north,1,113,18
162,JN_north,2,44,11
162,JS_south,0,120,23
162,JS_south,1,101,23
162,JS_south,2,112,21
162,JW_west,0,144,27
162,JW_west,1,118,12
162,JW_west,2,85,14
162,JE_east,0,100,14
162,JE_east,1,81,24
162,JE_east,2,164,17
163,J0_central,0,81,23
163,J0_central,1,140,13
163,J0_central,2,130,13
163,JN_north,0,133,18
163,JN_north,1,108,18
163,JN_north,2,101,22
163,JS_south,0,127,15
163,JS_south,1,128,21
163,JS_south,2,78,31
163,JW_west,0,203,16
163,JW_west,1,54,10
163,JW_west,2,104,13
163,JE_east,0,139,25
163,JE_east,1,96,20
163,JE_east,2,100,20
164,J0_central,0,87,18
164,J0_central,1,152,21
164,J0_central,2,111,11
164,JN_north,0,101,23
164,JN_north,1,111,17
164,JN_north,2,132,16
164,JS_south,0,159,25
164,JS_south,1,133,15
164,JS_south,2,52,16
164,JW_west,0,162,26
164,JW_west,1,118,16
164,JW_west,2,53,25
164,JE_east,0,143,24
164,JE_east,1,71,16
164,JE_east,2,125,21
165,J0_central,0,125,25
165,J0_central,1,66,17
165,J0_central,2,146,21
165,JN_north,0,168,18
165,JN_north,1,93,22
165,JN_north,2,81,18
165,JS_south,0,155,13
165,JS_south,1,94,20
165,JS_south,2,103,15
165,JW_west,0,243,11
165,JW_west,1,59,26
165,JW_west,2,42,19
165,JE_east,0,93,22
165,JE_east,1,78,24
165,JE_east,2,165,18
166,J0_central,0,41,21
166,J0_central,1,183,17
166,J0_central,2,124,14
166,JN_north,0,94,18
166,JN_north,1,191,21
166,JN_north,2,52,24
166,JS_south,0,145,20
166,JS_south,1,83,12
166,JS_south,2,125,15
166,JW_west,0,164,19
166,JW_west,1,124,21
166,JW_west,2,51,21
166,JE_east,0,114,25
166,JE_east,1,108,15
166,JE_east,2,121,17
167,J0_central,0,98,11
167,J0_central,1,97,16
167,J0_central,2,158,20
167,JN_north,0,132,16
167,JN_north,1,133,18
167,JN_north,2,80,21
167,JS_south,0,172,14
167,JS_south,1,147,22
167,JS_south,2,33,12
167,JW_west,0,179,20
167,JW_west,1,74,20
167,JW_west,2,90,17
167,JE_east,0,125,24
167,JE_east,1,99,23
167,JE_east,2,111,18
168,J0_central,0,87,18
168,J0_central,1,147,18
168,J0_central,2,105,25
168,JN_north,0,136,26
168,JN_north,1,135,10
168,JN_north,2,70,23
168,JS_south,0,225,21
168,JS_south,1,93,21
168,JS_south,2,27,13
168,JW_west,0,131,24
168,JW_west,1,126,23
168,JW_west,2,84,12
168,JE_east,0,119,22
168,JE_east,1,121,19
168,JE_east,2,93,26
169,J0_central,0,74,23
169,J0_central,1,142,17
169,J0_central,2,123,21
169,JN_north,0,100,21
169,JN_north,1,116,23
169,JN_north,2,117,23
169,JS_south,0,96,14
169,JS_south,1,213,18
169,JS_south,2,47,12
169,JW_west,0,150,12
169,JW_west,1,123,21
169,JW_west,2,77,17
169,JE_east,0,90,18
169,JE_east,1,117,17
169,JE_east,2,131,27
170,J0_central,0,175,22
170,J0_central,1,90,15
170,J0_central,2,79,19
170,JN_north,0,92,15
170,JN_north,1,156,25
170,JN_north,2,91,21
170,JS_south,0,125,17
170,JS_south,1,152,20
170,JS_south,2,73,13
170,JW_west,0,101,16
170,JW_west,1,95,23
170,JW_west,2,151,14
170,JE_east,0,183,23
170,JE_east,1,75,17
170,JE_east,2,82,20
171,J0_central,0,100,19
171,J0_central,1,135,27
171,J0_central,2,104,15
171,JN_north,0,151,17
171,JN_north,1,143,24
171,JN_north,2,49,16
171,JS_south,0,211,21
171,JS_south,1,76,22
171,JS_south,2,54,16
171,JW_west,0,175,18
171,JW_west,1,56,14
171,JW_west,2,120,17
171,JE_east,0,73,17
171,JE_east,1,146,19
171,JE_east,2,132,13
172,J0_central,0,79,18
172,J0_central,1,139,14
172,J0_central,2,124,26
172,JN_north,0,116,20
172,JN_north,1,124,20
172,JN_north,2,99,21
172,JS_south,0,156,14
172,JS_south,1,128,24
172,JS_south,2,53,25
172,JW_west,0,143,20
172,JW_west,1,42,22
172,JW_west,2,162,11
172,JE_east,0,78,22
172,JE_east,1,58,21
172,JE_east,2,200,21
173,J0_central,0,176,17
173,J0_central,1,91,19
173,J0_central,2,81,16
173,JN_north,0,129,19
173,JN_north,1,144,18
173,JN_north,2,70,20
173,JS_south,0,119,13
173,JS_south,1,145,20
173,JS_south,2,82,21
173,JW_west,0,122,19
173,JW_west,1,134,23
173,JW_west,2,83,19
173,JE_east,0,144,17
173,JE_east,1,127,25
173,JE_east,2,76,11
174,J0_central,0,166,16
174,J0_central,1,56,14
174,J0_central,2,130,18
174,JN_north,0,110,24
174,JN_north,1,165,15
174,JN_north,2,70,16
174,JS_south,0,152,25
174,JS_south,1,95,14
174,JS_south,2,91,23
174,JW_west,0,84,22
174,JW_west,1,157,18
174,JW_west,2,99,20
174,JE_east,0,85,18
174,JE_east,1,111,15
174,JE_east,2,155,16
175,J0_central,0,192,22
175,J0_central,1,76,17
175,J0_central,2,78,15
175,JN_north,0,140,19
175,JN_north,1,115,22
175,JN_north,2,86,18
175,JS_south,0,167,21
175,JS_south,1,93,10
175,JS_south,2,92,17
175,JW_west,0,83,12
175,JW_west,1,102,23
175,JW_west,2,161,19
175,JE_east,0,110,17
175,JE_east,1,149,14
175,JE_east,2,96,14
176,J0_central,0,130,23
176,J0_central,1,103,18
176,J0_central,2,107,19
176,JN_north,0,157,14
176,JN_north,1,136,17
176,JN_north,2,52,24
176,JS_south,0,83,19
176,JS_south,1,153,17
176,JS_south,2,109,19
176,JW_west,0,135,10
176,JW_west,1,83,20
176,JW_west,2,139,13
176,JE_east,0,159,22
176,JE_east,1,75,26
176,JE_east,2,97,21
177,J0_central,0,170,19
177,J0_central,1,64,16
177,J0_central,2,103,28
177,JN_north,0,150,11
177,JN_north,1,110,20
177,JN_north,2,88,21
177,JS_south,0,108,25
177,JS_south,1,101,17
177,JS_south,2,130,19
177,JW_west,0,98,16
177,JW_west,1,95,14
177,JW_west,2,162,15
177,JE_east,0,127,23
177,JE_east,1,105,10
177,JE_east,2,107,28
178,J0_central,0,136,21
178,J0_central,1,122,31
178,J0_central,2,76,14
178,JN_north,0,132,23
178,JN_north,1,88,29
178,JN_north,2,110,18
178,JS_south,0,129,20
178,JS_south,1,107,16
178,JS_south,2,106,22
178,JW_west,0,156,19
178,JW_west,1,60,21
178,JW_west,2,125,19
178,JE_east,0,126,24
178,JE_east,1,71,20
178,JE_east,2,138,21
179,J0_central,0,132,24
179,J0_central,1,103,20
179,J0_central,2,98,23
179,JN_north,0,139,27
179,JN_north,1,98,18
179,JN_north,2,105,13
179,JS_south,0,101,14
179,JS_south,1,150,21
179,JS_south,2,91,23
179,JW_west,0,83,18
179,JW_west,1,138,25
179,JW_west,2,111,25
179,JE_east,0,135,16
179,JE_east,1,76,23
179,JE_east,2,131,19
180,J0_central,0,173,17
180,J0_central,1,83,21
180,J0_central,2,91,15
180,JN_north,0,123,21
180,JN_north,1,123,23
180,JN_north,2,90,20
180,JS_south,0,127,17
180,JS_south,1,110,15
180,JS_south,2,109,22
180,JW_west,0,129,15
180,JW_west,1,172,17
180,JW_west,2,52,15
180,JE_east,0,79,19
180,JE_east,1,105,28
180,JE_east,2,151,18
181,J0_central,0,170,25
181,J0_central,1,115,27
181,J0_central,2,43,20
181,JN_north,0,125,21
181,JN_north,1,105,18
181,JN_north,2,109,22
181,JS_south,0,169,11
181,JS_south,1,103,18
181,JS_south,2,86,13
181,JW_west,0,162,29
181,JW_west,1,108,24
181,JW_west,2,56,21
181,JE_east,0,108,25
181,JE_east,1,91,27
181,JE_east,2,139,10
182,J0_central,0,133,22
182,J0_central,1,99,12
182,J0_central,2,122,12
182,JN_north,0,105,23
182,JN_north,1,139,19
182,JN_north,2,96,18
182,JS_south,0,134,16
182,JS_south,1,89,8
182,JS_south,2,137,16
182,JW_west,0,133,21
182,JW_west,1,154,26
182,JW_west,2,46,20
182,JE_east,0,108,20
182,JE_east,1,134,23
182,JE_east,2,97,18
183,J0_central,0,85,22
183,J0_central,1,109,21
183,J0_central,2,128,35
183,JN_north,0,51,15
183,JN_north,1,174,26
183,JN_north,2,113,21
183,JS_south,0,154,18
183,JS_south,1,92,25
183,JS_south,2,85,26
183,JW_west,0,140,23
183,JW_west,1,49,15
183,JW_west,2,151,22
183,JE_east,0,93,24
183,JE_east,1,140,22
183,JE_east,2,97,24
184,J0_central,0,130,25
184,J0_central,1,111,18
184,J0_central,2,101,15
184,JN_north,0,82,21
184,JN_north,1,204,17
184,JN_north,2,63,13
184,JS_south,0,216,15
184,JS_south,1,74,25
184,JS_south,2,51,19
184,JW_west,0,148,20
184,JW_west,1,79,18
184,JW_west,2,111,24
184,JE_east,0,107,19
184,JE_east,1,113,23
184,JE_east,2,117,21
185,J0_central,0,199,20
185,J0_central,1,81,17
185,J0_central,2,63,20
185,JN_north,0,140,25
185,JN_north,1,97,28
185,JN_north,2,100,10
185,JS_south,0,122,29
185,JS_south,1,102,14
185,JS_south,2,119,14
185,JW_west,0,77,26
185,JW_west,1,149,19
185,JW_west,2,111,18
185,JE_east,0,127,14
185,JE_east,1,112,16
185,JE_east,2,116,15
186,J0_central,0,179,18
186,J0_central,1,44,19
186,J0_central,2,129,11
186,JN_north,0,103,26
186,JN_north,1,177,18
186,JN_north,2,56,20
186,JS_south,0,160,14
186,JS_south,1,90,17
186,JS_south,2,98,21
186,JW_west,0,135,11
186,JW_west,1,84,16
186,JW_west,2,138,16
186,JE_east,0,86,26
186,JE_east,1,128,13
186,JE_east,2,127,20
187,J0_central,0,120,28
187,J0_central,1,131,15
187,J0_central,2,90,16
187,JN_north,0,149,22
187,JN_north,1,69,25
187,JN_north,2,111,24
187,JS_south,0,122,21
187,JS_south,1,156,24
187,JS_south,2,65,12
187,JW_west,0,98,28
187,JW_west,1,149,25
187,JW_west,2,86,14
187,JE_east,0,108,20
187,JE_east,1,128,22
187,JE_east,2,98,24
188,J0_central,0,138,19
188,J0_central,1,115,18
188,J0_central,2,89,21
188,JN_north,0,45,23
188,JN_north,1,130,22
188,JN_north,2,160,20
188,JS_south,0,125,18
188,JS_south,1,98,20
188,JS_south,2,120,19
188,JW_west,0,174,17
188,JW_west,1,59,15
188,JW_west,2,113,22
188,JE_east,0,154,14
188,JE_east,1,109,16
188,JE_east,2,86,21
189,J0_central,0,258,11
189,J0_central,1,55,12
189,J0_central,2,48,16
189,JN_north,0,129,21
189,JN_north,1,124,13
189,JN_north,2,85,28
189,JS_south,0,159,11
189,JS_south,1,82,22
189,JS_south,2,103,23
189,JW_west,0,140,17
189,JW_west,1,72,21
189,JW_west,2,134,16
189,JE_east,0,99,26
189,JE_east,1,88,15
189,JE_east,2,149,23
190,J0_central,0,139,13
190,J0_central,1,60,20
190,J0_central,2,153,15
190,JN_north,0,147,20
190,JN_north,1,137,15
190,JN_north,2,59,22
190,JS_south,0,112,25
190,JS_south,1,102,15
190,JS_south,2,120,26
190,JW_west,0,101,15
190,JW_west,1,120,18
190,JW_west,2,131,15
190,JE_east,0,128,13
190,JE_east,1,121,19
190,JE_east,2,105,14
191,J0_central,0,177,10
191,J0_central,1,116,24
191,J0_central,2,52,21
191,JN_north,0,100,22
191,JN_north,1,139,13
191,JN_north,2,108,18
191,JS_south,0,175,17
191,JS_south,1,117,20
191,JS_south,2,52,19
191,JW_west,0,151,19
191,JW_west,1,93,21
191,JW_west,2,98,18
191,JE_east,0,41,14
191,JE_east,1,136,18
191,JE_east,2,176,15
192,J0_central,0,81,22
192,J0_central,1,113,21
192,J0_central,2,143,20
192,JN_north,0,146,19
192,JN_north,1,111,23
192,JN_north,2,85,16
192,JS_south,0,108,24
192,JS_south,1,138,21
192,JS_south,2,89,20
192,JW_west,0,150,32
192,JW_west,1,51,26
192,JW_west,2,124,17
192,JE_east,0,92,19
192,JE_east,1,110,22
192,JE_east,2,139,18
193,J0_central,0,133,23
193,J0_central,1,124,17
193,J0_central,2,77,26
193,JN_north,0,135,20
193,JN_north,1,103,13
193,JN_north,2,106,23
193,JS_south,0,98,27
193,JS_south,1,143,14
193,JS_south,2,97,21
193,JW_west,0,91,30
193,JW_west,1,97,28
193,JW_west,2,139,15
193,JE_east,0,175,20
193,JE_east,1,74,24
193,JE_east,2,85,22
194,J0_central,0,151,12
194,J0_central,1,129,19
194,J0_central,2,68,21
194,JN_north,0,125,20
194,JN_north,1,126,16
194,JN_north,2,102,11
194,JS_south,0,126,19
194,JS_south,1,123,14
194,JS_south,2,102,16
194,JW_west,0,115,23
194,JW_west,1,85,22
194,JW_west,2,137,18
194,JE_east,0,59,28
194,JE_east,1,125,21
194,JE_east,2,148,19
195,J0_central,0,107,25
195,J0_central,1,102,20
195,J0_central,2,123,23
195,JN_north,0,61,17
195,JN_north,1,121,25
195,JN_north,2,157,19
195,JS_south,0,145,16
195,JS_south,1,84,22
195,JS_south,2,116,17
195,JW_west,0,84,22
195,JW_west,1,81,11
195,JW_west,2,178,24
195,JE_east,0,89,16
195,JE_east,1,87,23
195,JE_east,2,163,22
196,J0_central,0,146,18
196,J0_central,1,103,21
196,J0_central,2,93,19
196,JN_north,0,107,7
196,JN_north,1,119,21
196,JN_north,2,124,22
196,JS_south,0,160,20
196,JS_south,1,97,13
196,JS_south,2,94,16
196,JW_west,0,141,20
196,JW_west,1,32,21
196,JW_west,2,166,20
196,JE_east,0,104,24
196,JE_east,1,148,16
196,JE_east,2,93,15
197,J0_central,0,218,20
197,J0_central,1,57,19
197,J0_central,2,68,18
197,JN_north,0,131,25
197,JN_north,1,110,16
197,JN_north,2,89,29
197,JS_south,0,153,21
197,JS_south,1,77,19
197,JS_south,2,105,25
197,JW_west,0,208,22
197,JW_west,1,62,21
197,JW_west,2,72,15
197,JE_east,0,140,18
197,JE_east,1,131,20
197,JE_east,2,71,20
198,J0_central,0,88,24
198,J0_central,1,126,18
198,J0_central,2,127,17
198,JN_north,0,123,27
198,JN_north,1,123,19
198,JN_north,2,96,12
198,JS_south,0,191,12
198,JS_south,1,105,21
198,JS_south,2,55,16
198,JW_west,0,229,17
198,JW_west,1,38,16
198,JW_west,2,80,20
198,JE_east,0,86,9
198,JE_east,1,160,25
198,JE_east,2,97,23
199,J0_central,0,155,12
199,J0_central,1,68,24
199,J0_central,2,120,21
199,JN_north,0,129,17
199,JN_north,1,107,21
199,JN_north,2,102,24
199,JS_south,0,186,25
199,JS_south,1,71,13
199,JS_south,2,83,22
199,JW_west,0,38,18
199,JW_west,1,248,19
199,JW_west,2,58,19
199,JE_east,0,122,23
199,JE_east,1,98,27
199,JE_east,2,113,17
