episode,junction,action,greedy_count,random_count
71,JN_north,0,136,15
71,JN_north,1,92,11
71,JN_north,2,132,14
71,JS_south,0,75,21
71,JS_south,1,194,16
71,JS_south,2,74,20
71,JW_west,0,165,26
71,JW_west,1,86,15
71,JW_west,2,91,17
71,JE_east,0,145,17
71,JE_east,1,143,19
71,JE_east,2,62,14
72,J0_central,0,167,21
72,J0_central,1,113,22
72,J0_central,2,48,29
72,JN_north,0,191,14
72,JN_north,1,75,17
72,JN_north,2,81,22
72,JS_south,0,151,21
72,JS_south,1,116,17
72,JS_south,2,80,15
72,JW_west,0,143,18
72,JW_west,1,83,26
72,JW_west,2,111,19
72,JE_east,0,145,17
72,JE_east,1,101,23
72,JE_east,2,97,17
73,J0_central,0,113,22
73,J0_central,1,167,11
73,J0_central,2,66,21
73,JN_north,0,69,24
73,JN_north,1,79,17
73,JN_north,2,199,12
73,JS_south,0,118,26
73,JS_south,1,139,30
73,JS_south,2,72,15
73,JW_west,0,162,14
73,JW_west,1,137,10
73,JW_west,2,54,23
73,JE_east,0,129,23
73,JE_east,1,103,22
73,JE_east,2,105,18
74,J0_central,0,138,24
74,J0_central,1,101,20
74,J0_central,2,92,25
74,JN_north,0,95,14
74,JN_north,1,107,13
74,JN_north,2,145,26
74,JS_south,0,100,18
74,JS_south,1,206,27
74,JS_south,2,29,20
74,JW_west,0,102,16
74,JW_west,1,118,16
74,JW_west,2,125,23
74,JE_east,0,129,18
74,JE_east,1,144,18
74,JE_east,2,75,16
75,J0_central,0,140,17
75,J0_central,1,84,16
75,J0_central,2,126,17
75,JN_north,0,149,26
75,JN_north,1,124,20
75,JN_north,2,60,21
75,JS_south,0,141,15
75,JS_south,1,141,19
75,JS_south,2,67,17
75,JW_west,0,82,14
75,JW_west,1,183,26
75,JW_west,2,73,22
75,JE_east,0,111,22
75,JE_east,1,122,20
75,JE_east,2,108,17
76,J0_central,0,152,22
76,J0_central,1,93,18
76,J0_central,2,96,19
76,JN_north,0,68,19
76,JN_north,1,72,24
76,JN_north,2,205,12
76,JS_south,0,132,23
76,JS_south,1,139,12
76,JS_south,2,74,20
76,JW_west,0,146,20
76,JW_west,1,121,16
76,JW_west,2,75,22
76,JE_east,0,121,19
76,JE_east,1,138,18
76,JE_east,2,90,14
77,J0_central,0,125,19
77,J0_central,1,80,24
77,J0_central,2,135,17
77,JN_north,0,130,22
77,JN_north,1,80,14
77,JN_north,2,133,21
77,JS_south,0,93,22
77,JS_south,1,147,13
77,JS_south,2,104,21
77,JW_west,0,163,27
77,JW_west,1,90,19
77,JW_west,2,82,19
77,JE_east,0,145,21
77,JE_east,1,140,22
77,JE_east,2,58,14
78,J0_central,0,120,17
78,J0_central,1,133,16
78,J0_central,2,89,25
78,JN_north,0,132,16
78,JN_north,1,80,24
78,JN_north,2,129,19
78,JS_south,0,158,25
78,JS_south,1,144,16
78,JS_south,2,36,21
78,JW_west,0,159,22
78,JW_west,1,95,15
78,JW_west,2,87,22
78,JE_east,0,66,22
78,JE_east,1,145,14
78,JE_east,2,127,26
79,J0_central,0,115,19
79,J0_central,1,130,17
79,J0_central,2,96,23
79,JN_north,0,136,17
79,JN_north,1,51,18
79,JN_north,2,160,18
79,JS_south,0,115,23
79,JS_south,1,141,18
79,JS_south,2,84,19
79,JW_west,0,97,20
79,JW_west,1,177,26
79,JW_west,2,61,19
79,JE_east,0,116,19
79,JE_east,1,149,13
79,JE_east,2,83,20
80,J0_central,0,106,19
80,J0_central,1,118,19
80,J0_central,2,124,14
80,JN_north,0,218,16
80,JN_north,1,31,24
80,JN_north,2,88,23
80,JS_south,0,104,17
80,JS_south,1,152,17
80,JS_south,2,83,27
80,JW_west,0,102,22
80,JW_west,1,134,18
80,JW_west,2,105,19
80,JE_east,0,107,20
80,JE_east,1,155,26
80,JE_east,2,70,22
81,J0_central,0,120,25
81,J0_central,1,175,19
81,J0_central,2,40,21
81,JN_north,0,195,17
81,JN_north,1,81,23
81,JN_north,2,67,17
81,JS_south,0,177,17
81,JS_south,1,86,19
81,JS_south,2,80,21
81,JW_west,0,88,21
81,JW_west,1,134,17
81,JW_west,2,119,21
81,JE_east,0,102,19
81,JE_east,1,132,17
81,JE_east,2,105,25
82,J0_central,0,138,16
82,J0_central,1,184,14
82,J0_central,2,25,23
82,JN_north,0,145,19
82,JN_north,1,128,17
82,JN_north,2,74,17
82,JS_south,0,145,25
82,JS_south,1,144,17
82,JS_south,2,55,14
82,JW_west,0,126,23
82,JW_west,1,146,17
82,JW_west,2,72,16
82,JE_east,0,144,19
82,JE_east,1,89,24
82,JE_east,2,103,21
83,J0_central,0,97,14
83,J0_central,1,185,25
83,J0_central,2,61,18
83,JN_north,0,155,22
83,JN_north,1,84,23
83,JN_north,2,98,18
83,JS_south,0,90,21
83,JS_south,1,134,27
83,JS_south,2,102,26
83,JW_west,0,104,19
83,JW_west,1,146,19
83,JW_west,2,88,24
83,JE_east,0,111,21
83,JE_east,1,135,14
83,JE_east,2,101,18
84,J0_central,0,97,22
84,J0_central,1,152,24
84,J0_central,2,88,17
84,JN_north,0,120,16
84,JN_north,1,99,25
84,JN_north,2,120,20
84,JS_south,0,118,23
84,JS_south,1,181,21
84,JS_south,2,42,15
84,JW_west,0,175,21
84,JW_west,1,62,21
84,JW_west,2,102,19
84,JE_east,0,109,16
84,JE_east,1,197,15
84,JE_east,2,47,16
85,J0_central,0,85,25
85,J0_central,1,141,17
85,J0_central,2,108,24
85,JN_north,0,152,25
85,JN_north,1,86,23
85,JN_north,2,98,16
85,JS_south,0,114,11
85,JS_south,1,147,31
85,JS_south,2,81,16
85,JW_west,0,127,16
85,JW_west,1,98,18
85,JW_west,2,122,19
85,JE_east,0,52,22
85,JE_east,1,226,13
85,JE_east,2,79,8
86,J0_central,0,211,14
86,J0_central,1,58,16
86,J0_central,2,87,14
86,JN_north,0,216,18
86,JN_north,1,59,21
86,JN_north,2,62,24
86,JS_south,0,128,23
86,JS_south,1,150,18
86,JS_south,2,63,18
86,JW_west,0,83,20
86,JW_west,1,75,18
86,JW_west,2,183,21
86,JE_east,0,152,18
86,JE_east,1,121,27
86,JE_east,2,67,15
87,J0_central,0,72,18
87,J0_central,1,128,17
87,J0_central,2,144,21
87,JN_north,0,128,18
87,JN_north,1,117,19
87,JN_north,2,99,19
87,JS_south,0,160,19
87,JS_south,1,108,25
87,JS_south,2,70,18
87,JW_west,0,107,18
87,JW_west,1,107,24
87,JW_west,2,122,22
87,JE_east,0,153,21
87,JE_east,1,136,19
87,JE_east,2,60,11
88,J0_central,0,158,21
88,J0_central,1,151,17
88,J0_central,2,37,16
88,JN_north,0,117,17
88,JN_north,1,150,12
88,JN_north,2,83,21
88,JS_south,0,150,19
88,JS_south,1,114,17
88,JS_south,2,76,24
88,JW_west,0,75,12
88,JW_west,1,157,15
88,JW_west,2,117,24
88,JE_east,0,101,19
88,JE_east,1,151,17
88,JE_east,2,88,24
89,J0_central,0,157,25
89,J0_central,1,132,27
89,J0_central,2,41,18
89,JN_north,0,172,16
89,JN_north,1,16,22
89,JN_north,2,150,24
89,JS_south,0,108,19
89,JS_south,1,184,15
89,JS_south,2,57,17
89,JW_west,0,184,21
89,JW_west,1,104,23
89,JW_west,2,42,26
89,JE_east,0,140,14
89,JE_east,1,112,26
89,JE_east,2,88,20
90,J0_central,0,103,20
90,J0_central,1,163,24
90,J0_central,2,78,12
90,JN_north,0,160,23
90,JN_north,1,119,15
90,JN_north,2,70,13
90,JS_south,0,136,20
90,JS_south,1,118,19
90,JS_south,2,86,21
90,JW_west,0,155,15
90,JW_west,1,141,19
90,JW_west,2,50,20
90,JE_east,0,122,23
90,JE_east,1,174,21
90,JE_east,2,45,15
91,J0_central,0,125,18
91,J0_central,1,119,24
91,J0_central,2,85,29
91,JN_north,0,152,20
91,JN_north,1,80,17
91,JN_north,2,109,22
91,JS_south,0,110,21
91,JS_south,1,138,22
91,JS_south,2,97,12
91,JW_west,0,103,21
91,JW_west,1,144,25
91,JW_west,2,96,11
91,JE_east,0,141,20
91,JE_east,1,136,18
91,JE_east,2,60,25
92,J0_central,0,108,23
92,J0_central,1,134,20
92,J0_central,2,96,19
92,JN_north,0,193,16
92,JN_north,1,38,24
92,JN_north,2,101,28
92,JS_south,0,107,21
92,JS_south,1,126,21
92,JS_south,2,103,22
92,JW_west,0,94,21
92,JW_west,1,154,28
92,JW_west,2,82,21
92,JE_east,0,192,23
92,JE_east,1,102,14
92,JE_east,2,51,18
93,J0_central,0,120,19
93,J0_central,1,145,21
93,J0_central,2,81,14
93,JN_north,0,177,17
93,JN_north,1,101,14
93,JN_north,2,72,19
93,JS_south,0,86,18
93,JS_south,1,162,19
93,JS_south,2,96,19
93,JW_west,0,130,22
93,JW_west,1,58,23
93,JW_west,2,148,19
93,JE_east,0,121,14
93,JE_east,1,138,26
93,JE_east,2,80,21
94,J0_central,0,132,19
94,J0_central,1,129,23
94,J0_central,2,84,13
94,JN_north,0,131,20
94,JN_north,1,53,16
94,JN_north,2,149,31
94,JS_south,0,76,27
94,JS_south,1,151,17
94,JS_south,2,104,25
94,JW_west,0,211,16
94,JW_west,1,90,26
94,JW_west,2,36,21
94,JE_east,0,107,22
94,JE_east,1,138,29
94,JE_east,2,80,24
95,J0_central,0,146,13
95,J0_central,1,135,19
95,J0_central,2,69,18
95,JN_north,0,225,23
95,JN_north,1,21,22
95,JN_north,2,94,15
95,JS_south,0,123,13
95,JS_south,1,117,24
95,JS_south,2,101,22
95,JW_west,0,201,17
95,JW_west,1,96,19
95,JW_west,2,51,16
95,JE_east,0,94,22
95,JE_east,1,119,16
95,JE_east,2,121,28
96,J0_central,0,133,20
96,J0_central,1,98,17
96,J0_central,2,113,19
96,JN_north,0,112,15
96,JN_north,1,152,14
96,JN_north,2,82,25
96,JS_south,0,130,21
96,JS_south,1,143,15
96,JS_south,2,64,27
96,JW_west,0,188,20
96,JW_west,1,102,21
96,JW_west,2,48,21
96,JE_east,0,89,23
96,JE_east,1,103,10
96,JE_east,2,146,29
97,J0_central,0,110,17
97,J0_central,1,110,12
97,J0_central,2,134,17
97,JN_north,0,136,19
97,JN_north,1,71,22
97,JN_north,2,128,24
97,JS_south,0,96,19
97,JS_south,1,181,20
97,JS_south,2,68,16
97,JW_west,0,197,15
97,JW_west,1,66,24
97,JW_west,2,82,16
97,JE_east,0,176,14
97,JE_east,1,126,18
97,JE_east,2,49,17
98,J0_central,0,109,20
98,J0_central,1,101,23
98,J0_central,2,132,15
98,JN_north,0,195,23
98,JN_north,1,76,18
98,JN_north,2,66,22
98,JS_south,0,164,21
98,JS_south,1,120,18
98,JS_south,2,57,20
98,JW_west,0,167,17
98,JW_west,1,91,24
98,JW_west,2,84,17
98,JE_east,0,137,13
98,JE_east,1,123,23
98,JE_east,2,87,17
99,J0_central,0,137,17
99,J0_central,1,88,20
99,J0_central,2,118,20
99,JN_north,0,181,11
99,JN_north,1,88,21
99,JN_north,2,74,25
99,JS_south,0,66,19
99,JS_south,1,174,19
99,JS_south,2,92,30
99,JW_west,0,132,27
99,JW_west,1,158,23
99,JW_west,2,46,14
99,JE_east,0,128,24
99,JE_east,1,119,20
99,JE_east,2,80,29
100,J0_central,0,171,14
100,J0_central,1,78,22
100,J0_central,2,94,21
100,JN_north,0,187,13
100,JN_north,1,115,16
100,JN_north,2,42,27
100,JS_south,0,132,19
100,JS_south,1,120,20
100,JS_south,2,91,18
100,JW_west,0,160,11
100,JW_west,1,116,18
100,JW_west,2,72,23
100,JE_east,0,165,18
100,JE_east,1,134,16
100,JE_east,2,51,16
101,J0_central,0,135,21
101,J0_central,1,85,16
101,J0_central,2,122,21
101,JN_north,0,185,13
101,JN_north,1,89,22
101,JN_north,2,71,20
101,JS_south,0,118,17
101,JS_south,1,149,16
101,JS_south,2,80,20
101,JW_west,0,132,14
101,JW_west,1,125,24
101,JW_west,2,83,22
101,JE_east,0,122,14
101,JE_east,1,147,23
101,JE_east,2,73,21
102,J0_central,0,115,19
102,J0_central,1,103,20
102,J0_central,2,124,19
102,JN_north,0,181,20
102,JN_north,1,66,18
102,JN_north,2,99,16
102,JS_south,0,88,21
102,JS_south,1,176,17
102,JS_south,2,73,25
102,JW_west,0,183,18
102,JW_west,1,130,20
102,JW_west,2,36,13
102,JE_east,0,145,18
102,JE_east,1,157,20
102,JE_east,2,37,23
103,J0_central,0,114,15
103,J0_central,1,141,18
103,J0_central,2,95,17
103,JN_north,0,187,13
103,JN_north,1,55,19
103,JN_north,2,101,25
103,JS_south,0,78,19
103,JS_south,1,162,17
103,JS_south,2,98,26
103,JW_west,0,129,20
103,JW_west,1,153,19
103,JW_west,2,58,21
103,JE_east,0,150,22
103,JE_east,1,119,15
103,JE_east,2,72,22
104,J0_central,0,138,23
104,J0_central,1,121,17
104,J0_central,2,84,17
104,JN_north,0,190,22
104,JN_north,1,50,21
104,JN_north,2,100,17
104,JS_south,0,86,28
104,JS_south,1,151,23
104,JS_south,2,93,19
104,JW_west,0,124,17
104,JW_west,1,153,21
104,JW_west,2,57,28
104,JE_east,0,150,30
104,JE_east,1,99,14
104,JE_east,2,90,17
105,J0_central,0,160,21
105,J0_central,1,85,25
105,J0_central,2,87,22
105,JN_north,0,186,16
105,JN_north,1,61,17
105,JN_north,2,108,12
105,JS_south,0,121,16
105,JS_south,1,152,27
105,JS_south,2,70,14
105,JW_west,0,141,26
105,JW_west,1,120,20
105,JW_west,2,78,15
105,JE_east,0,122,10
105,JE_east,1,138,17
105,JE_east,2,97,16
106,J0_central,0,78,17
106,J0_central,1,139,20
106,J0_central,2,130,16
106,JN_north,0,172,20
106,JN_north,1,83,22
106,JN_north,2,82,21
106,JS_south,0,107,14
106,JS_south,1,128,17
106,JS_south,2,116,18
106,JW_west,0,180,17
106,JW_west,1,59,29
106,JW_west,2,103,12
106,JE_east,0,67,14
106,JE_east,1,196,22
106,JE_east,2,79,22
107,J0_central,0,91,17
107,J0_central,1,133,14
107,J0_central,2,124,21
107,JN_north,0,104,17
107,JN_north,1,132,18
107,JN_north,2,100,29
107,JS_south,0,121,23
107,JS_south,1,154,16
107,JS_south,2,63,23
107,JW_west,0,143,11
107,JW_west,1,161,19
107,JW_west,2,43,23
107,JE_east,0,112,19
107,JE_east,1,165,29
107,JE_east,2,59,16
108,J0_central,0,81,26
108,J0_central,1,125,22
108,J0_central,2,131,15
108,JN_north,0,124,24
108,JN_north,1,126,11
108,JN_north,2,100,15
108,JS_south,0,94,12
108,JS_south,1,146,23
108,JS_south,2,103,22
108,JW_west,0,116,19
108,JW_west,1,145,15
108,JW_west,2,88,17
108,JE_east,0,130,17
108,JE_east,1,106,18
108,JE_east,2,108,21
109,J0_central,0,166,12
109,J0_central,1,64,22
109,J0_central,2,118,18
109,JN_north,0,89,26
109,JN_north,1,141,16
109,JN_north,2,113,15
109,JS_south,0,141,26
109,JS_south,1,157,18
109,JS_south,2,37,21
109,JW_west,0,111,18
109,JW_west,1,133,22
109,JW_west,2,91,25
109,JE_east,0,101,21
109,JE_east,1,79,21
109,JE_east,2,155,23
110,J0_central,0,118,18
110,J0_central,1,104,24
110,J0_central,2,114,22
110,JN_north,0,202,15
110,JN_north,1,101,29
110,JN_north,2,33,20
110,JS_south,0,112,23
110,JS_south,1,157,26
110,JS_south,2,63,19
110,JW_west,0,122,17
110,JW_west,1,113,14
110,JW_west,2,119,15
110,JE_east,0,70,16
110,JE_east,1,93,23
110,JE_east,2,177,21
111,J0_central,0,107,28
111,J0_central,1,127,23
111,J0_central,2,98,17
111,JN_north,0,111,25
111,JN_north,1,121,15
111,JN_north,2,115,13
111,JS_south,0,118,24
111,JS_south,1,174,20
111,JS_south,2,47,17
111,JW_west,0,117,19
111,JW_west,1,143,18
111,JW_west,2,82,21
111,JE_east,0,57,18
111,JE_east,1,196,19
111,JE_east,2,85,25
112,J0_central,0,144,23
112,J0_central,1,94,14
112,J0_central,2,104,21
112,JN_north,0,208,13
112,JN_north,1,70,13
112,JN_north,2,82,14
112,JS_south,0,99,19
112,JS_south,1,177,27
112,JS_south,2,61,17
112,JW_west,0,137,18
112,JW_west,1,142,18
112,JW_west,2,63,22
112,JE_east,0,67,22
112,JE_east,1,157,20
112,JE_east,2,108,26
113,J0_central,0,81,18
113,J0_central,1,164,18
113,J0_central,2,102,17
113,JN_north,0,101,18
113,JN_north,1,160,16
113,JN_north,2,84,21
113,JS_south,0,121,14
113,JS_south,1,108,28
113,JS_south,2,100,29
113,JW_west,0,151,19
113,JW_west,1,90,20
113,JW_west,2,105,15
113,JE_east,0,102,21
113,JE_east,1,58,16
113,JE_east,2,184,19
114,J0_central,0,82,19
114,J0_central,1,170,20
114,J0_central,2,85,24
114,JN_north,0,93,25
114,JN_north,1,70,18
114,JN_north,2,171,23
114,JS_south,0,75,26
114,JS_south,1,168,19
114,JS_south,2,85,27
114,JW_west,0,87,17
114,JW_west,1,187,9
114,JW_west,2,77,23
114,JE_east,0,178,19
114,JE_east,1,98,24
114,JE_east,2,61,20
115,J0_central,0,102,21
115,J0_central,1,111,18
115,J0_central,2,132,16
115,JN_north,0,138,20
115,JN_north,1,80,20
115,JN_north,2,129,13
115,JS_south,0,97,16
115,JS_south,1,127,31
115,JS_south,2,111,18
115,JW_west,0,191,15
115,JW_west,1,59,19
115,JW_west,2,97,19
115,JE_east,0,138,18
115,JE_east,1,140,13
115,JE_east,2,77,14
116,J0_central,0,156,16
116,J0_central,1,110,17
116,J0_central,2,86,15
116,JN_north,0,148,25
116,JN_north,1,82,19
116,JN_north,2,109,17
116,JS_south,0,116,14
116,JS_south,1,136,19
116,JS_south,2,93,22
116,JW_west,0,213,21
116,JW_west,1,52,22
116,JW_west,2,73,19
116,JE_east,0,181,16
116,JE_east,1,111,19
116,JE_east,2,54,19
117,J0_central,0,177,24
117,J0_central,1,84,29
117,J0_central,2,68,18
117,JN_north,0,150,24
117,JN_north,1,76,17
117,JN_north,2,109,24
117,JS_south,0,93,22
117,JS_south,1,170,27
117,JS_south,2,73,15
117,JW_west,0,159,24
117,JW_west,1,114,17
117,JW_west,2,69,17
117,JE_east,0,111,19
117,JE_east,1,140,25
117,JE_east,2,84,21
118,J0_central,0,160,21
118,J0_central,1,95,16
118,J0_central,2,90,18
118,JN_north,0,127,20
118,JN_north,1,127,23
118,JN_north,2,83,20
118,JS_south,0,176,23
118,JS_south,1,95,23
118,JS_south,2,71,12
118,JW_west,0,204,23
118,JW_west,1,84,22
118,JW_west,2,48,19
118,JE_east,0,125,24
118,JE_east,1,173,27
118,JE_east,2,38,13
119,J0_central,0,103,23
119,J0_central,1,128,19
119,J0_central,2,102,25
119,JN_north,0,144,19
119,JN_north,1,153,10
119,JN_north,2,55,19
119,JS_south,0,149,11
119,JS_south,1,146,24
119,JS_south,2,51,19
119,JW_west,0,157,20
119,JW_west,1,101,21
119,JW_west,2,79,22
119,JE_east,0,166,17
119,JE_east,1,94,26
119,JE_east,2,74,23
120,J0_central,0,132,23
120,J0_central,1,118,18
120,J0_central,2,98,11
120,JN_north,0,156,21
120,JN_north,1,78,24
120,JN_north,2,109,12
120,JS_south,0,163,23
120,JS_south,1,117,17
120,JS_south,2,65,15
120,JW_west,0,149,12
120,JW_west,1,126,19
120,JW_west,2,74,20
120,JE_east,0,141,17
120,JE_east,1,84,22
120,JE_east,2,117,19
121,J0_central,0,73,19
121,J0_central,1,118,12
121,J0_central,2,161,17
121,JN_north,0,219,15
121,JN_north,1,62,19
121,JN_north,2,69,16
121,JS_south,0,135,15
121,JS_south,1,124,19
121,JS_south,2,78,29
121,JW_west,0,204,27
121,JW_west,1,87,12
121,JW_west,2,48,22
121,JE_east,0,165,16
121,JE_east,1,139,10
121,JE_east,2,55,15
122,J0_central,0,81,19
122,J0_central,1,87,18
122,J0_central,2,177,18
122,JN_north,0,182,22
122,JN_north,1,112,17
122,JN_north,2,47,20
122,JS_south,0,118,30
122,JS_south,1,163,24
122,JS_south,2,47,18
122,JW_west,0,190,14
122,JW_west,1,119,17
122,JW_west,2,36,24
122,JE_east,0,39,27
122,JE_east,1,154,13
122,JE_east,2,149,18
123,J0_central,0,91,23
123,J0_central,1,85,17
123,J0_central,2,160,24
123,JN_north,0,155,26
123,JN_north,1,91,20
123,JN_north,2,87,21
123,JS_south,0,163,28
123,JS_south,1,88,15
123,JS_south,2,81,25
123,JW_west,0,59,15
123,JW_west,1,174,21
123,JW_west,2,112,19
123,JE_east,0,57,21
123,JE_east,1,136,21
123,JE_east,2,134,31
124,J0_central,0,167,23
124,J0_central,1,80,19
124,J0_central,2,90,21
124,JN_north,0,194,15
124,JN_north,1,84,21
124,JN_north,2,65,21
124,JS_south,0,66,18
124,JS_south,1,213,22
124,JS_south,2,59,22
124,JW_west,0,203,18
124,JW_west,1,71,20
124,JW_west,2,73,15
124,JE_east,0,103,24
124,JE_east,1,166,17
124,JE_east,2,71,19
125,J0_central,0,110,23
125,J0_central,1,85,24
125,J0_central,2,144,14
125,JN_north,0,190,22
125,JN_north,1,111,16
125,JN_north,2,43,18
125,JS_south,0,109,25
125,JS_south,1,134,22
125,JS_south,2,102,8
125,JW_west,0,182,15
125,JW_west,1,72,19
125,JW_west,2,87,25
125,JE_east,0,117,10
125,JE_east,1,131,21
125,JE_east,2,105,16
126,J0_central,0,183,25
126,J0_central,1,109,14
126,J0_central,2,48,21
126,JN_north,0,142,21
126,JN_north,1,89,29
126,JN_north,2,101,18
126,JS_south,0,126,16
126,JS_south,1,134,28
126,JS_south,2,68,28
126,JW_west,0,88,20
126,JW_west,1,150,19
126,JW_west,2,104,19
126,JE_east,0,39,22
126,JE_east,1,128,16
126,JE_east,2,181,14
127,J0_central,0,57,19
127,J0_central,1,169,23
127,J0_central,2,116,16
127,JN_north,0,132,11
127,JN_north,1,166,26
127,JN_north,2,52,13
127,JS_south,0,115,14
127,JS_south,1,121,22
127,JS_south,2,106,22
127,JW_west,0,138,28
127,JW_west,1,135,15
127,JW_west,2,66,18
127,JE_east,0,172,18
127,JE_east,1,86,17
127,JE_east,2,83,24
128,J0_central,0,84,23
128,J0_central,1,117,16
128,J0_central,2,145,15
128,JN_north,0,134,19
128,JN_north,1,58,20
128,JN_north,2,142,27
128,JS_south,0,80,22
128,JS_south,1,112,27
128,JS_south,2,139,20
128,JW_west,0,101,24
128,JW_west,1,140,15
128,JW_west,2,100,20
128,JE_east,0,98,14
128,JE_east,1,89,17
128,JE_east,2,166,16
129,J0_central,0,116,25
129,J0_central,1,103,21
129,J0_central,2,119,16
129,JN_north,0,168,18
129,JN_north,1,65,25
129,JN_north,2,111,13
129,JS_south,0,95,17
129,JS_south,1,163,22
129,JS_south,2,69,34
129,JW_west,0,206,16
129,JW_west,1,45,14
129,JW_west,2,105,14
129,JE_east,0,127,21
129,JE_east,1,157,20
129,JE_east,2,52,23
130,J0_central,0,69,18
130,J0_central,1,99,20
130,J0_central,2,172,22
130,JN_north,0,106,17
130,JN_north,1,106,20
130,JN_north,2,138,13
130,JS_south,0,155,18
130,JS_south,1,129,16
130,JS_south,2,61,21
130,JW_west,0,178,21
130,JW_west,1,92,23
130,JW_west,2,62,24
130,JE_east,0,153,27
130,JE_east,1,93,14
130,JE_east,2,90,23
131,J0_central,0,126,17
131,J0_central,1,116,20
131,J0_central,2,102,19
131,JN_north,0,147,24
131,JN_north,1,91,18
131,JN_north,2,106,14
131,JS_south,0,143,19
131,JS_south,1,112,18
131,JS_south,2,92,16
131,JW_west,0,119,15
131,JW_west,1,117,12
131,JW_west,2,116,21
131,JE_east,0,165,18
131,JE_east,1,62,11
131,JE_east,2,116,28
132,J0_central,0,166,19
132,J0_central,1,104,16
132,J0_central,2,83,12
132,JN_north,0,194,22
132,JN_north,1,88,18
132,JN_north,2,63,15
132,JS_south,0,102,20
132,JS_south,1,131,21
132,JS_south,2,108,18
132,JW_west,0,139,28
132,JW_west,1,134,23
132,JW_west,2,65,11
132,JE_east,0,135,23
132,JE_east,1,92,9
132,JE_east,2,122,19
133,J0_central,0,134,18
133,J0_central,1,94,23
133,J0_central,2,106,25
133,JN_north,0,102,19
133,JN_north,1,193,19
133,JN_north,2,46,21
133,JS_south,0,133,25
133,JS_south,1,88,24
133,JS_south,2,107,23
133,JW_west,0,83,19
133,JW_west,1,171,23
133,JW_west,2,82,22
133,JE_east,0,52,19
133,JE_east,1,145,16
133,JE_east,2,153,15
134,J0_central,0,159,15
134,J0_central,1,101,17
134,J0_central,2,81,27
134,JN_north,0,92,21
134,JN_north,1,172,11
134,JN_north,2,76,28
134,JS_south,0,129,19
134,JS_south,1,86,32
134,JS_south,2,118,16
134,JW_west,0,182,11
134,JW_west,1,56,20
134,JW_west,2,103,28
134,JE_east,0,101,16
134,JE_east,1,125,24
134,JE_east,2,111,23
135,J0_central,0,81,19
135,J0_central,1,133,22
135,J0_central,2,124,21
135,JN_north,0,189,26
135,JN_north,1,57,22
135,JN_north,2,87,19
135,JS_south,0,150,15
135,JS_south,1,110,26
135,JS_south,2,83,16
135,JW_west,0,153,16
135,JW_west,1,109,11
135,JW_west,2,87,24
135,JE_east,0,108,13
135,JE_east,1,88,22
135,JE_east,2,144,25
136,J0_central,0,150,23
136,J0_central,1,72,31
136,J0_central,2,107,17
136,JN_north,0,204,16
136,JN_north,1,109,28
136,JN_north,2,27,16
136,JS_south,0,128,27
136,JS_south,1,134,16
136,JS_south,2,76,19
136,JW_west,0,172,25
136,JW_west,1,62,26
136,JW_west,2,98,17
136,JE_east,0,111,25
136,JE_east,1,99,10
136,JE_east,2,136,19
137,J0_central,0,118,22
137,J0_central,1,116,26
137,J0_central,2,102,16
137,JN_north,0,116,24
137,JN_north,1,138,22
137,JN_north,2,85,15
137,JS_south,0,151,19
137,JS_south,1,121,24
137,JS_south,2,67,18
137,JW_west,0,172,20
137,JW_west,1,72,18
137,JW_west,2,91,27
137,JE_east,0,72,13
137,JE_east,1,117,22
137,JE_east,2,154,22
138,J0_central,0,128,12
138,J0_central,1,171,13
138,J0_central,2,61,15
138,JN_north,0,99,17
138,JN_north,1,122,19
138,JN_north,2,122,21
138,JS_south,0,158,22
138,JS_south,1,135,20
138,JS_south,2,55,10
138,JW_west,0,89,20
138,JW_west,1,179,19
138,JW_west,2,75,18
138,JE_east,0,72,14
138,JE_east,1,63,18
138,JE_east,2,210,23
139,J0_central,0,33,20
139,J0_central,1,111,16
139,J0_central,2,198,22
139,JN_north,0,127,19
139,JN_north,1,91,23
139,JN_north,2,121,19
139,JS_south,0,151,24
139,JS_south,1,85,20
139,JS_south,2,98,22
139,JW_west,0,157,18
139,JW_west,1,96,24
139,JW_west,2,85,20
139,JE_east,0,130,17
139,JE_east,1,118,31
139,JE_east,2,83,21
140,J0_central,0,17,26
140,J0_central,1,247,21
140,J0_central,2,65,24
140,JN_north,0,193,18
140,JN_north,1,126,10
140,JN_north,2,40,13
140,JS_south,0,174,16
140,JS_south,1,124,21
140,JS_south,2,49,16
140,JW_west,0,174,27
140,JW_west,1,117,29
140,JW_west,2,38,15
140,JE_east,0,106,15
140,JE_east,1,75,17
140,JE_east,2,165,22
141,J0_central,0,70,27
141,J0_central,1,113,23
141,J0_central,2,148,19
141,JN_north,0,146,27
141,JN_north,1,95,21
141,JN_north,2,92,19
141,JS_south,0,121,19
141,JS_south,1,125,18
141,JS_south,2,101,16
141,JW_west,0,71,19
141,JW_west,1,178,30
141,JW_west,2,87,15
141,JE_east,0,62,24
141,JE_east,1,110,19
141,JE_east,2,164,21
142,J0_central,0,70,18
142,J0_central,1,190,21
142,J0_central,2,86,15
142,JN_north,0,113,23
142,JN_north,1,107,15
142,JN_north,2,123,19
142,JS_south,0,154,17
142,JS_south,1,115,18
142,JS_south,2,73,23
142,JW_west,0,157,24
142,JW_west,1,86,21
142,JW_west,2,83,29
142,JE_east,0,125,20
