episode,total_reward,total_fuel,avg_queue,avg_wait,avg_pressure,avg_delta_q,avg_delta_w,teleports,epsilon,avg_td_loss
35,-6058.9544742775615,48943648.79103716,45.025,113.11704715924276,3.078750000000007,-0.0765220368606428,-0.09812258089444803,0,0.3340276618750948,8.231391837596894
36,-5686.003613112038,48098458.671818346,42.0,90.7203742550861,3.00374999999999,-0.07803116753621113,-0.10160397914942804,0,0.32400683201884195,8.091913639605046
37,-6506.0769331260635,47960590.60286621,48.6075,114.29591200135356,3.3091250000000287,-0.07355198652109513,-0.10102860307497076,0,0.3142866270582767,8.77213659286499
38,-5927.668092462737,52427050.94128381,43.6825,89.29945117915292,3.2378750000000154,-0.08333482334868185,-0.08667807770383947,0,0.3048580282465284,8.336111103892327
39,-4508.462482965516,54807487.61920703,32.3925,82.63720741970083,2.6363750000000006,-0.08453685757302853,-0.09854386305763545,0,0.2957122873991326,9.021480778455734
40,-5354.669994081731,49985553.028526,39.1975,79.96007456313687,3.0268750000000155,-0.07574911035351639,-0.10467420520898302,0,0.2868409187771586,8.590032920241356
41,-5770.7079450992005,48677007.03012505,43.06,89.6144214932031,3.212249999999989,-0.05609550627785212,-0.07350112455142939,0,0.27823569121384384,8.384720121622086
42,-5388.337801892146,53657485.883901484,39.5925,88.30226924484852,3.1153749999999962,-0.06971927160820968,-0.0862064709360901,0,0.2698886204774285,8.192431835830211
43,-5900.943426834788,49523567.06593738,43.41,93.39241903935854,3.2115000000000005,-0.08581069196629258,-0.10187483362436792,0,0.26179196186310566,8.721877764463425
44,-7763.713390105348,47526178.38741922,58.715,126.17356843251773,3.8425000000000114,-0.06994833514864471,-0.08688574529359401,0,0.2539382030072125,8.411947243213653
45,-5957.344043236998,50940975.5471031,44.1575,95.88175702016453,3.270875000000002,-0.07707168732162224,-0.07867158709522346,0,0.2463200569169961,8.51460224211216
46,-5355.634648359934,50894568.55093087,39.5375,81.11624441282055,2.834125000000007,-0.06728895654932246,-0.09965910235999845,0,0.23893045520948622,8.549062998294831
47,-5545.72642815825,52754086.4052348,40.8475,87.97009519197378,2.9633749999999925,-0.07672506086344721,-0.09958435199125504,0,0.23176254155320164,8.724421391785144
48,-5974.315418143584,53430412.37627328,44.02,110.00642897840811,3.283000000000005,-0.08024832884953151,-0.10412976817260232,0,0.2248096653066056,8.586759830117225
49,-5563.858031725083,48866628.49075598,41.1575,92.88961349490398,2.9538749999999947,-0.06988691536317987,-0.1040929126803277,0,0.21806537534740741,8.563743464648724
50,-6570.905780346034,47164412.82337152,49.1775,101.94981386925954,3.3203749999999888,-0.07280088461406774,-0.10183904599061334,0,0.2115234140869852,8.841276234984399
51,-4490.681963126553,52555068.65923802,32.23,80.29004740788503,2.5412500000000087,-0.08845061020478102,-0.11689685562311256,0,0.20517771166437562,8.391683542132377
52,-4730.201694217564,54044313.12491112,33.7475,62.306839272864096,2.932625000000013,-0.09568628379073565,-0.10329792630439151,0,0.19902238031444436,8.94480315566063
53,-5029.846487585196,51285777.36497834,36.655,68.01475956546648,2.8800000000000043,-0.07729937455625821,-0.08742193962779524,0,0.19305170890501103,8.691358873546124
54,-4420.012229570211,54990148.23436733,31.565,69.32498621918575,2.7054999999999962,-0.08598976355085028,-0.09529491413461948,0,0.1872601576378607,8.188800932765007
55,-4842.791717083839,52682637.455481455,35.3775,79.110707209872,2.8086249999999926,-0.06792458249903878,-0.09577929569034181,0,0.18164235290872485,8.452440840601922
56,-4817.164513716907,54633149.20899544,35.0575,87.33194017758478,2.835374999999997,-0.07458535674105547,-0.08708663894657263,0,0.1761930823214631,8.500498358011246
57,-5601.72429500434,48560569.043765746,41.615,86.71422765765887,3.096749999999995,-0.06580041125884982,-0.07508759851987097,0,0.17090728985181922,8.432081688940524
58,-5114.58389008291,50659238.81240207,37.3625,81.29194491956936,2.9263750000000055,-0.07766180030504907,-0.09997229294974869,0,0.16578007115626464,8.365147256553174
59,-4680.771051433489,53931229.64131417,34.04,79.96050109922027,2.7862499999999875,-0.06992035326454729,-0.09094453424792132,0,0.1608066690215767,8.448372337818146
60,-5576.952553388384,51645934.19339052,41.1575,79.55226734665011,3.121875000000007,-0.07124509957177154,-0.09225376773440364,0,0.1559824689509294,8.552368956804276
61,-5164.623781543112,48728578.75807713,38.04,88.72467637150437,2.724,-0.0719645771572507,-0.0962972490311928,0,0.1513029948824015,8.86174457192421
62,-4482.8550615704535,54144771.60003508,32.1875,72.24124883562457,2.7868749999999993,-0.08033346175504644,-0.08937392187856384,0,0.14676390503592945,8.469447001218796
63,-4536.161761091594,53323251.67908452,33.065,70.50680337996158,2.643250000000017,-0.07340880122279027,-0.08133182117007515,0,0.14676390503592945,8.702055193185807
64,-5000.551545129284,52958973.014001,36.32,93.0900865099497,3.060500000000009,-0.07786395382231072,-0.08905215560026698,0,0.14676390503592945,8.996335156559944
65,-4125.179904935001,52837955.07065337,29.9125,91.21123304064231,2.3428750000000087,-0.06611493996453659,-0.09685592692360474,0,0.14676390503592945,8.27762197315693
66,-5484.483191116191,46946503.6388781,40.5975,83.13869976173405,3.023375000000002,-0.06540385613157895,-0.08558728438353903,0,0.14676390503592945,8.995631321966648
67,-5808.674200084366,49969494.38005558,43.2525,83.6128231086937,3.219625,-0.0593520376834753,-0.0801166753674122,0,0.14676390503592945,9.298732451796532
68,-5038.584125304604,48396320.47102361,36.945,79.57753222442582,2.817499999999998,-0.07268635889613222,-0.08588543118119847,0,0.14676390503592945,8.92333406329155
69,-4408.691273216085,54202013.0778455,31.55,83.67018488519989,2.68625,-0.08768265263816889,-0.08979496184889774,0,0.14676390503592945,8.603721214532852
70,-4826.453773651868,52463518.22753979,35.2,92.53634285087604,2.7115000000000076,-0.07558771493519471,-0.08842953168417017,0,0.14676390503592945,9.15765086442232
71,-4452.055548149823,47381258.17772591,32.185,64.28936400564463,2.6777500000000094,-0.07566605147847325,-0.08553889481807386,0,0.14676390503592945,8.59406546831131
72,-4629.728853640668,53957425.365688376,33.45,74.90426915890984,3.044000000000005,-0.06851552530827151,-0.07346966028902654,0,0.14676390503592945,8.111053572893143
73,-4414.670065855532,53962144.09126722,31.7875,68.36759210588933,2.779375000000004,-0.07404524968480368,-0.08148995032828761,0,0.14676390503592945,9.291673995256424
74,-4259.682013353832,53081432.03011528,30.535,66.75627869450945,2.5437500000000006,-0.07706273197750795,-0.09559700521727436,0,0.14676390503592945,8.843199180960655
75,-4122.978328104134,54137481.62270753,29.44,86.39035672039039,2.4712500000000035,-0.08445801580488284,-0.09381936682467186,0,0.14676390503592945,8.465051539242268
76,-5335.246425545377,53607405.73658426,38.995,93.1981337199527,3.179749999999997,-0.0816005717798235,-0.0760951862210652,0,0.14676390503592945,9.05277683854103
77,-5021.571684691889,51738688.944032006,36.39,73.53362464486777,3.0199999999999996,-0.08348946213710279,-0.09296029838117187,0,0.14676390503592945,9.090541576743126
78,-4456.7188886457025,53994835.167198166,31.995,70.5909564925693,2.806000000000002,-0.07346239285837147,-0.09511002857592878,0,0.14676390503592945,8.385263976454734
79,-4954.7419802595805,49883213.155014925,36.205,80.64938958529294,2.8397500000000058,-0.07258680174751224,-0.09360281814398506,0,0.14676390503592945,9.222425516843796
80,-5620.089957059103,50028955.943770766,41.4675,94.53653987364768,2.9833749999999855,-0.07703383153214084,-0.10221689720256105,0,0.14676390503592945,9.09316752552986
81,-6203.117427988113,48069595.27920705,46.4075,107.29796105062832,3.1956250000000055,-0.06673737392633745,-0.10104971743239828,0,0.14676390503592945,9.26020876646042
82,-4238.424165738067,54672819.17397213,30.56,66.19952905475088,2.7019999999999937,-0.07709944096409967,-0.07148953968989316,0,0.14676390503592945,9.271778431534766
83,-4556.668782257487,53878502.75276323,32.7175,72.93990102846915,2.8028750000000042,-0.08259755756008022,-0.09716617093268516,0,0.14676390503592945,9.38164949953556
84,-3546.6705680223877,52516146.15778506,24.8075,52.55177890225611,2.535125000000007,-0.07046581837622776,-0.085017071768918,0,0.14676390503592945,9.360167960822583
85,-3799.7575243633246,52737524.099045776,27.0575,63.93872884108374,2.439875000000009,-0.07149105030052122,-0.08138549460245452,0,0.14676390503592945,9.200140753388405
86,-4226.465699569997,51227315.4628664,30.6575,75.70616184725469,2.517375000000006,-0.06525675463325527,-0.08786920762513895,0,0.14676390503592945,9.209950295090675
87,-6434.793167440027,48458547.415442266,47.9975,124.91928231236727,3.3556250000000096,-0.07589278942925858,-0.09169250332496588,0,0.14676390503592945,9.443638077378273
88,-5765.282666262877,49132999.5886784,42.705,101.43238309264866,3.169749999999994,-0.06841594136595389,-0.09591412177971691,0,0.14676390503592945,9.542602891027927
89,-3814.8874679391924,52686189.45293305,26.93,56.696106917378984,2.3777500000000016,-0.0859081309432348,-0.0937819834672905,0,0.14676390503592945,9.727565705776215
90,-4601.204943369732,52929806.75322196,33.08,55.70706581898613,2.8697499999999896,-0.07720249430159724,-0.0959257437705885,0,0.14676390503592945,9.246688069701195
91,-4820.679543470262,52567777.779330134,34.8925,69.35400319662207,2.934874999999999,-0.07368238514410316,-0.10074646991966818,0,0.14676390503592945,9.173869704604149
92,-5761.833288017407,48862817.682245165,42.53,79.07386030015887,3.1609999999999996,-0.07371866590791863,-0.09525146342366607,0,0.14676390503592945,9.457545006275177
93,-3382.390909640538,54172665.28877888,23.6675,65.74328329725208,2.2103750000000026,-0.07741061934440499,-0.08354523362364384,0,0.14676390503592945,9.240368105173111
94,-6356.398172464228,51343651.902754195,46.905,107.73875259059886,3.533750000000003,-0.08536536884240462,-0.09406963698603946,0,0.14676390503592945,9.349096304178238
95,-3605.246194312856,54468233.91079742,25.845,68.15652905373506,2.3135000000000137,-0.06158714381105743,-0.0797177605232859,0,0.14676390503592945,9.41928907930851
96,-5902.178217818119,48216189.82475023,43.645,84.51487117211536,3.3440000000000016,-0.07021210983928391,-0.08792463422340495,0,0.14676390503592945,9.636420929729939
97,-5717.299972891854,50855959.53781186,42.1325,97.52289503342229,3.2918750000000023,-0.07738577016034669,-0.0753726381810071,0,0.14676390503592945,10.100273052453995
98,-5223.871270073732,53408089.341017604,38.245,80.44219176783675,3.0524999999999896,-0.07177265377936376,-0.09463049687119517,0,0.14676390503592945,9.709347685575485
99,-5669.915842983208,50724716.0777953,41.5125,101.62161530954737,3.1818749999999842,-0.08654702040362722,-0.09858839959450058,0,0.14676390503592945,9.580703445672988
100,-6057.196399574599,48611786.072535336,45.21,96.82269405066094,3.179500000000007,-0.06806422863329506,-0.09395964456681785,0,0.14676390503592945,9.443592110574246
101,-5391.223513131374,48105909.42251461,39.9175,80.5030806301754,2.8403749999999985,-0.06867096425725565,-0.08860940331218391,0,0.14676390503592945,9.103748597502708
102,-5178.232073724814,50376000.20115125,38.1,74.00871102937974,2.984249999999997,-0.06955890993297334,-0.07819887986526268,0,0.14676390503592945,10.065563699007035
103,-4854.567688129778,54259912.020379916,35.2375,87.46176965539266,2.8491250000000026,-0.07960828746722702,-0.08475670770495233,0,0.14676390503592945,9.288031692504882
104,-4669.103259426972,54506297.26469092,33.8425,82.89263203827893,2.797374999999994,-0.07251314348455445,-0.09642643908396607,0,0.14676390503592945,9.30301872909069
105,-5420.19581862501,50258310.12485201,39.905,75.60389646759711,3.1357499999999776,-0.07097161315391022,-0.08494148122189248,0,0.14676390503592945,8.782899638414383
106,-5319.09485878393,52658598.87165018,39.405,104.99927163606559,2.863750000000006,-0.06390785670300306,-0.09374405226340149,0,0.14676390503592945,9.61339017868042
107,-3887.861948279981,54683683.45664035,27.525,65.8213551413638,2.484500000000007,-0.08209365309235916,-0.0973627750625713,0,0.14676390503592945,9.15201306462288
108,-4964.129968708348,54114766.167318,36.0725,76.43062744785439,3.076874999999999,-0.07549377150904361,-0.08006976198206325,0,0.14676390503592945,9.627226680517197
109,-5420.959268433375,48414764.121771246,39.825,74.11326772120988,3.179000000000015,-0.07108491636904604,-0.08039556432706679,0,0.14676390503592945,9.373410322070121
110,-4352.482458587446,51609402.92145175,31.6025,61.43267728972384,2.7516250000000064,-0.06011297895030191,-0.08647911057605617,0,0.14676390503592945,9.155252485871316
111,-4597.533044558769,51965316.085011356,33.59,73.99847773877792,2.6662500000000096,-0.06649889196839756,-0.08217754618510043,0,0.14676390503592945,9.08341205984354
112,-4943.422765710718,53032998.029833354,36.2475,69.07917925498212,2.8981250000000034,-0.06771397359183202,-0.08741271087876014,0,0.14676390503592945,9.727278711795806
113,-5534.414318629701,49219006.10092393,40.47,87.45962585822554,3.1850000000000023,-0.08245909026677625,-0.10138881045436364,0,0.14676390503592945,9.774220363497735
114,-4452.952307500065,50658910.275271095,32.04,70.5589465648496,2.785999999999995,-0.07536990469944309,-0.08809102526398029,0,0.14676390503592945,8.5865974932909
115,-5816.251059310136,51385424.8800607,43.1875,88.97311042104852,3.1711249999999946,-0.06286275825673662,-0.09423439819272206,0,0.14676390503592945,9.678455438613891
116,-6609.241550711968,50719498.89462617,49.3425,104.67228587189682,3.5228749999999724,-0.07819009111546082,-0.08416350482606479,0,0.14676390503592945,9.821275322437286
117,-6207.719335218273,51904511.772845864,46.545,98.64390286431652,3.462749999999983,-0.0578492059879751,-0.054401784834547565,0,0.14676390503592945,9.558310204148292
118,-6787.493189271277,48800876.60892628,50.845,119.0397295821907,3.516500000000006,-0.06617791692571098,-0.09997055525097823,0,0.14676390503592945,9.007292377948762
119,-6794.32188715019,51527674.54837699,50.7525,97.55382689378571,3.613374999999995,-0.0758149359529244,-0.0853766485849366,0,0.14676390503592945,8.819618064165116
120,-5502.0913690416755,51252447.71800365,40.1875,79.33794103901006,3.2601250000000084,-0.07951606222895227,-0.08511016553182954,0,0.14676390503592945,9.63525380730629
121,-5120.615677831984,50721413.53281856,37.3175,74.02647834999155,2.972875000000016,-0.07581370877475972,-0.10396769930677414,0,0.14676390503592945,9.80850817143917
122,-5507.371373426408,50440320.590640195,40.405,92.62255324023948,3.2185000000000104,-0.0773153361209646,-0.08451684269171515,0,0.14676390503592945,9.846639138460159
123,-5090.260567385607,51253002.734216295,37.335,89.6292590258778,2.9554999999999993,-0.06734482536925263,-0.09117081302251158,0,0.14676390503592945,9.587882530093193
124,-6175.699661331419,52413653.0587749,45.5725,91.23453357675118,3.4723749999999756,-0.0811231965248516,-0.09479417490396873,0,0.14676390503592945,9.633502866625786
125,-5952.534131013303,52412506.238936655,44.0225,103.32000929225698,3.188124999999992,-0.07919439267619026,-0.09386013606515023,0,0.14676390503592945,9.590630009770393
126,-4778.082597414965,54953110.72522758,34.6675,76.56083607346476,3.0736250000000087,-0.07062855305965145,-0.07117170258633475,0,0.14676390503592945,9.117832850813866
127,-4641.0701865500705,56097195.607746884,33.34,65.72168503242897,2.916750000000002,-0.08311122885167613,-0.0818624020833626,0,0.14676390503592945,8.862420241832734
128,-4512.238048513448,53745961.801473565,32.6075,91.92834309753574,2.6473749999999883,-0.07715451817456044,-0.10296358649532004,0,0.14676390503592945,9.499767254590989
129,-5370.180182742935,51186852.89411864,39.5025,90.69804450354295,3.0833749999999958,-0.06790582198391037,-0.09721607989163956,0,0.14676390503592945,9.283785325288772
130,-5366.0941627756965,47513858.28822289,39.56,67.87666011085324,3.0387499999999936,-0.06866325247204162,-0.08684596738802008,0,0.14676390503592945,9.370363502204418
131,-5992.944584595191,48189172.35965005,44.145,101.20087368833534,3.2047500000000118,-0.08465725023414279,-0.10558280027991591,0,0.14676390503592945,9.563793306946755
132,-5300.990215568962,49180705.42577993,39.1,83.06452457107696,2.953750000000007,-0.06790488544004727,-0.09558726740150757,0,0.14676390503592945,9.122667058110236
133,-5670.290427617843,48775320.6073815,42.3025,88.4901997535281,3.034624999999995,-0.06270746946351946,-0.08753600797946126,0,0.14676390503592945,8.597749530673028
134,-5003.856466416815,48969193.03862727,36.7275,75.00155241111968,2.90462500000001,-0.07022287441456564,-0.09055113647247276,0,0.14676390503592945,8.654489926695824
135,-5643.212271709734,49952929.26868029,41.815,96.66644269674998,2.9504999999999924,-0.07177690816906301,-0.10636335817706889,0,0.14676390503592945,8.856264782547951
136,-4090.799420302552,54770943.08051732,29.5,87.8074761684728,2.4930000000000017,-0.07272897738871038,-0.08932380875728566,0,0.14676390503592945,8.768383340239525
137,-4829.571108869521,52259716.965086386,34.8625,72.74179918006665,2.7158750000000134,-0.08648826368798998,-0.109213466035671,0,0.14676390503592945,8.3853409999609
138,-5406.927988987102,47323170.17208172,39.8825,93.97484873170974,2.9983749999999945,-0.07781920239640923,-0.0810103831014788,0,0.14676390503592945,8.856489583849907
139,-5488.688658437294,48913013.78814589,40.73,101.4049945930459,2.9795000000000016,-0.06711144718503055,-0.09747106529127693,0,0.14676390503592945,9.090357892513275
140,-6417.525136752194,49474148.084122896,47.8025,96.37869738218467,3.5591249999999928,-0.06879403259256445,-0.08573512638951807,0,0.14676390503592945,8.687084233164788
141,-4843.780398371272,47175147.224512674,35.67,72.40154142323443,2.864000000000008,-0.05645622382052335,-0.07694593761083354,0,0.14676390503592945,8.337576592564583
142,-5478.583516484481,49935189.5913957,40.635,96.0587371244183,2.929999999999997,-0.06640350824913002,-0.08279875258616974,0,0.14676390503592945,8.56548372477293
143,-5123.4614364904,51001381.95483326,37.4225,85.58068434988729,2.918875000000002,-0.07711243125140739,-0.09332609478333748,0,0.14676390503592945,8.593915338516235
144,-4956.600472163938,49974472.428017154,36.275,79.75451932978478,2.8927500000000004,-0.07028794414429125,-0.08267504566126663,0,0.14676390503592945,8.448627793192863
145,-5676.4316416696065,48746122.92689037,42.06,84.59640056813858,3.1119999999999894,-0.06581572466898365,-0.08842430052685205,0,0.14676390503592945,9.175838702321052
146,-5012.086837452857,49286633.60323085,36.4325,79.96025003338134,2.929625000000014,-0.0802674395524369,-0.09870113492581761,0,0.14676390503592945,9.239592071771622
147,-4350.572115087893,47565404.24046605,31.2125,57.92819970306189,2.545874999999998,-0.08319384940195151,-0.10201887899600554,0,0.14676390503592945,9.339183467626572
148,-4709.56275828363,53401124.13945085,34.275,85.95150890002216,2.716999999999995,-0.06981789569211498,-0.09656977351289658,0,0.14676390503592945,9.907621433138848
149,-4417.11088677684,52181905.41861005,31.49,60.76123138489919,2.810750000000007,-0.08887486654166764,-0.08517548559158267,0,0.14676390503592945,9.14895562171936
150,-3997.517943423669,54023232.4713057,28.4075,57.618321877418985,2.4881250000000055,-0.08164865490864878,-0.09243456572023279,0,0.14676390503592945,9.19356606900692
151,-4678.278061726583,49522256.171045184,33.875,71.6749990875118,2.8020000000000107,-0.0794031279719567,-0.09691460720464556,0,0.14676390503592945,9.979010432064534
152,-4848.199873569055,51825513.6583916,35.3625,74.41479198535006,2.773374999999986,-0.07401470397555189,-0.09204969451167924,0,0.14676390503592945,9.64488807618618
153,-6109.891624899502,49390072.47041045,45.69,95.769706341208,3.3452499999999934,-0.059491349128808935,-0.07879197541368434,0,0.14676390503592945,9.15209763944149
154,-4808.745033774425,53379616.91003223,34.5725,67.38535694104876,2.87362499999999,-0.08929821135590595,-0.0987628391002813,0,0.14676390503592945,9.230988580584526
155,-4944.139375706493,48155052.703368016,36.3675,82.67952617453932,2.8538750000000066,-0.06151764003442515,-0.08141966572255288,0,0.14676390503592945,9.433768602013588
156,-4641.406976167516,51077751.862944186,33.355,60.2641157396151,2.8412499999999965,-0.08232252763867852,-0.10033628110044587,0,0.14676390503592945,8.691394300758839
157,-4020.8869516266573,52210993.304765135,28.5975,56.903594558799156,2.491375000000002,-0.07621756888711362,-0.09513160199798121,0,0.14676390503592945,8.784561614394187
158,-5508.30316041261,49219950.550426126,40.895,85.5251453115103,3.0307499999999896,-0.06339791220566468,-0.09025392792254537,0,0.14676390503592945,8.862820401191712
159,-4789.204120832651,53273238.23414582,34.8175,84.61495397464056,2.7826250000000057,-0.07579197221546562,-0.09044062884468115,0,0.14676390503592945,9.657217708826066
160,-5626.9463731460055,52678601.294091456,41.36,81.46543429422196,3.278249999999986,-0.07779885594619922,-0.08798377682927082,0,0.14676390503592945,9.713964646458626
161,-6072.044277829808,48380471.48778462,45.015,92.06555899884826,3.32625,-0.06931695181058682,-0.09790503454508209,0,0.14676390503592945,8.767927007079125
162,-4912.814271437675,51078074.91213062,35.36,58.76871282384001,3.002500000000012,-0.08168591861338649,-0.10320462515853093,0,0.14676390503592945,10.124958591461182
163,-5387.917223917524,47982912.5897316,39.83,78.91066291294285,2.93799999999999,-0.06726026477020147,-0.10058234606789675,0,0.14676390503592945,8.438610600233078
164,-5650.102810843985,48252811.574403666,42.2525,128.93181119917034,2.9446249999999954,-0.05977038679527266,-0.08479972675775463,0,0.14676390503592945,8.665041610598564
165,-4354.387022855306,51528483.38138847,31.4775,85.98970977893423,2.5428750000000084,-0.07656149113571924,-0.09669001764909407,0,0.14676390503592945,8.753069888353348
166,-4739.720910960118,50344091.87194862,34.3375,65.46033455489054,2.9391249999999975,-0.07758541917413557,-0.07528681664672081,0,0.14676390503592945,9.080276244282722
167,-4360.902971031022,51852653.16455639,30.73,56.21959835699077,2.7694999999999936,-0.0980469030831149,-0.11097803533851987,0,0.14676390503592945,10.104100457429887
168,-4961.5085067265645,51519056.714874014,36.26,77.53235172816872,2.779999999999999,-0.07798197439834822,-0.08921491720597702,0,0.14676390503592945,9.298683435916901
169,-5292.583749516663,50755944.83936857,38.77,67.89217443269406,3.0862500000000033,-0.07572691370691323,-0.08523625880362118,0,0.14676390503592945,9.0301837682724
170,-4933.35236475589,51804687.96590548,36.0,66.35642530695232,2.866750000000006,-0.07818102745515414,-0.09091850079478109,0,0.14676390503592945,9.74914747953415
171,-5248.477955500073,50700539.38552354,38.425,72.59204748296392,2.9820000000000073,-0.08201887479895019,-0.10280878272560269,0,0.14676390503592945,9.169797945022584
172,-4847.286272721903,52071502.77915402,34.7825,72.68606602598722,2.852875000000002,-0.092430852064281,-0.10261968821101274,0,0.14676390503592945,9.568594059944154
173,-5572.983980417157,51303941.5363632,41.0525,89.98868433884392,3.193874999999995,-0.07548646131847708,-0.0818741411072589,0,0.14676390503592945,9.529540205001831
174,-5605.54709697788,48634467.5049552,41.28,116.22806305207472,2.9937500000000328,-0.08150499750944418,-0.103104719521597,0,0.14676390503592945,9.443646606504917
