episode,junction,avg_reward,avg_queue,avg_wait,avg_pressure,avg_delta_q,avg_delta_w
10,JW_west,-4.762101480788673,14.68,42.221491038970605,0.8727499999999988,-0.010411678420103418,-0.01262185098188533
10,JE_east,-1.4922820957773282,4.17,6.584015878525076,0.33800000000000024,-0.017645473463584912,-0.016340170867508712
11,J0_central,-2.4980340558003307,7.54,43.75161026473531,0.41624999999999984,-0.011035922410922407,-0.015702854476359957
11,JN_north,-8.364707774042746,25.84,30.807496124906702,1.7182499999999974,-0.01167227486384122,-0.008399777450846501
11,JS_south,-0.8967038923021655,2.17,8.467062409812412,0.21374999999999922,-0.016439484126984136,-0.03865481342270065
11,JW_west,-3.6798299602392417,11.235,33.8814608162357,0.7360000000000002,-0.009223383012625343,-0.01017060017713436
11,JE_east,-0.9503816437619037,2.58,3.9411395767222968,0.2447499999999998,-0.011812327582548165,-0.010911580513660354
12,J0_central,-2.9509867868776554,8.9475,40.503828542984834,0.4961249999999998,-0.0112095578033078,-0.016300970932562928
12,JN_north,-8.956022433570814,27.7375,33.18604052786373,1.7568749999999986,-0.011418315323528114,-0.014099620673278473
12,JS_south,-1.3187639825818065,3.4025,8.679881309662568,0.29437499999999966,-0.02410520668057433,-0.03337816678615967
12,JW_west,-4.306637480380075,13.2,37.692163987203024,0.8350000000000002,-0.010181147298219517,-0.011406314141180705
12,JE_east,-1.0418472381225268,2.81,6.893668306162792,0.24874999999999933,-0.012794442689663265,-0.01891545453379852
13,J0_central,-3.397337418932371,10.34,46.78185897435888,0.5797500000000003,-0.011227836501733559,-0.014640653035007431
13,JN_north,-6.325303881679451,19.1,18.501907167899947,1.4667500000000018,-0.01962502643019465,-0.017349038262506125
13,JS_south,-1.3426150588509904,3.6875,7.61306577797203,0.3066249999999996,-0.015308333414951063,-0.022690109386384272
13,JW_west,-2.529992200633311,7.5475,27.458592710984814,0.5051249999999999,-0.012015510729810257,-0.015835736990396577
13,JE_east,-1.6533977349227091,4.5075,6.031449862637357,0.36662499999999976,-0.025034990132416602,-0.0217648056285797
14,J0_central,-2.6776510682844528,7.9875,42.23425690628823,0.4468750000000002,-0.013702694568503393,-0.02394441558835592
14,JN_north,-8.072209026947174,24.8575,29.640031010810556,1.7066250000000007,-0.011398289830707667,-0.009287344328315074
14,JS_south,-1.3252800899799826,3.495,8.157155448717944,0.29400000000000015,-0.02034815184815185,-0.029716970801108755
14,JW_west,-3.6926719970791737,11.2575,37.08435116290544,0.7088750000000007,-0.010451636302138556,-0.011547963215735188
14,JE_east,-0.5692190778709163,1.18,3.340563949938952,0.12825000000000006,-0.01967445054945055,-0.025483217993328252
15,J0_central,-3.0709970552066124,9.31,51.179176150034706,0.5362499999999982,-0.011401967109687699,-0.013261886428484065
15,JN_north,-7.741470583134307,23.9,31.845483806846623,1.502750000000002,-0.013516765536034163,-0.015128910617381076
15,JS_south,-1.1141564388436185,2.8775,8.330754509379512,0.25987499999999986,-0.018710026085026085,-0.028294937099557358
15,JW_west,-2.6727302563571276,8.015,32.96263089602876,0.5437499999999998,-0.011499198717948718,-0.012402664274005049
15,JE_east,-1.0915879576755176,2.7575,6.298200410496367,0.2373749999999999,-0.023450903263403263,-0.0265335035695629
16,J0_central,-2.7501512254446627,8.345,39.04122072372083,0.4615000000000004,-0.009736172528451941,-0.016502879205648965
16,JN_north,-8.596720461606452,26.5725,28.17464481759012,1.7546250000000023,-0.011185503873858573,-0.011591548590131171
16,JS_south,-1.494028195011968,4.085,10.08419861388612,0.3249999999999998,-0.01887189893439893,-0.028598177641534196
16,JW_west,-3.7541382907984175,11.46,32.162855262784134,0.7545000000000003,-0.009736619591708602,-0.010816423891484928
16,JE_east,-1.4395331596423389,4.09,6.2406240291571144,0.3299999999999996,-0.013235186382245197,-0.013942441337105782
17,J0_central,-2.4370688625489647,7.3175,42.965517777361484,0.41662499999999947,-0.011377678897899484,-0.015114728140331914
17,JN_north,-8.132414035046803,24.9825,27.799667773821604,1.7211249999999978,-0.014429303548856248,-0.013212329753364704
17,JS_south,-0.9248981707750937,2.15,5.183739149739146,0.22974999999999934,-0.024274801587301595,-0.03342190252139387
17,JW_west,-3.181999791711852,9.65,30.965599412015163,0.6529999999999998,-0.008410355983885396,-0.013146326998313725
17,JE_east,-0.8441521379498829,2.2275,4.11124938949939,0.22037499999999968,-0.012312562437562437,-0.012735733983136644
18,J0_central,-2.8994082151350007,8.73,36.51644655915978,0.4947500000000008,-0.010950081168831172,-0.022071688528140326
18,JN_north,-8.582392423440496,26.5825,33.38145585418226,1.6981250000000083,-0.010009138361901067,-0.013129534646661754
18,JS_south,-1.3006579165526437,3.395,10.115802676490175,0.29074999999999984,-0.021565413752913754,-0.032602842725207234
18,JW_west,-2.384161766578529,7.125,30.91966555737434,0.4832500000000001,-0.01092781524031524,-0.012573764019645424
18,JE_east,-1.3435313904210113,3.5175,9.229150342712854,0.28487499999999966,-0.02367649711399712,-0.03126812125668218
19,J0_central,-2.7468378583536732,8.23,40.89041416222662,0.4617499999999989,-0.01192709373959374,-0.023784261735371248
19,JN_north,-8.947442734895306,27.7275,36.12624175724676,1.7153750000000005,-0.012341960649033656,-0.014508122085475339
19,JS_south,-1.5133960895322704,4.0975,9.291256854256856,0.3323749999999999,-0.021330655455655458,-0.026963062387403102
19,JW_west,-4.457605182696182,13.6825,35.56986350287058,0.8526250000000001,-0.010028098560711882,-0.011536501206716662
19,JE_east,-0.7497101500758852,1.7175,6.838051053113542,0.160375,-0.020517017704517703,-0.029954187037054547
20,J0_central,-2.8803878596518366,8.7275,46.02491330768908,0.47812500000000135,-0.010869423264643853,-0.01799926773996248
20,JN_north,-8.380308207295174,25.9375,32.20210105531959,1.6928749999999895,-0.00927896524027535,-0.011531017282252398
20,JS_south,-1.1147129427028106,2.84,7.824714590964587,0.24974999999999978,-0.019012473637473642,-0.035493363993077884
20,JW_west,-4.492834388974638,13.7825,34.62953634586226,0.8361250000000001,-0.01132844339554432,-0.014432912733815003
20,JE_east,-1.4622156344085715,4.0625,5.25359743708089,0.35037500000000016,-0.017089533424092238,-0.015583310379411621
21,J0_central,-2.778906193803346,8.2875,30.473890937901928,0.5111249999999997,-0.012153434392404981,-0.023052836683897016
21,JN_north,-8.094542643525154,24.855,24.615762915578188,1.7204999999999995,-0.013669166299470818,-0.01461997162149718
21,JS_south,-1.662901023760505,4.6175,7.723328120394525,0.39012500000000006,-0.018968919782618627,-0.02073102803130175
21,JW_west,-3.261189780072734,9.895,30.39336523650068,0.6640000000000001,-0.009283102056612116,-0.011383700502431865
21,JE_east,-2.0425550637474963,5.7525,7.75309035628114,0.4441249999999999,-0.022970508808357097,-0.022204075460450615
22,J0_central,-1.9886365207251007,5.83,45.766862554112656,0.3269999999999992,-0.012203102453102452,-0.024776266252357383
22,JN_north,-8.953204187523083,27.825,35.14912918191802,1.6880000000000084,-0.010316251477993206,-0.01165836261345987
22,JS_south,-1.0542251416958748,2.6575,6.358915612165613,0.2613749999999998,-0.018098304473304475,-0.03183245721157453
22,JW_west,-2.459229878813106,7.3375,25.744700993655037,0.4986250000000002,-0.010919154020643956,-0.01469520190184027
22,JE_east,-1.466191961743577,3.94,6.88964630569594,0.31625,-0.02260324193780075,-0.025947273574184578
23,J0_central,-2.4674228818933477,7.4425,39.31850078393825,0.4166249999999998,-0.009732510545010547,-0.015162624370577322
23,JN_north,-9.081364670994647,28.1675,33.849154492181725,1.7623749999999945,-0.011132692983743411,-0.013636842492952352
23,JS_south,-1.2038795920495582,3.1575,9.834875090187602,0.268375,-0.018700105450105454,-0.031575771854504865
23,JW_west,-3.3321641377485753,10.1125,31.08218911181142,0.6818749999999999,-0.010133380250640317,-0.01185985770267593
23,JE_east,-1.3812743397313858,3.74,3.6823116228134616,0.3335,-0.02142898216979099,-0.016307203896204662
24,J0_central,-3.202038306786296,9.715,35.33226089066156,0.5795000000000006,-0.010335545130823767,-0.014687031038248175
24,JN_north,-6.623900937790844,19.975,18.166696636678033,1.6462499999999993,-0.018807451872267174,-0.011408794083931055
24,JS_south,-1.0898766932759467,2.8075,8.427517288267309,0.2641249999999999,-0.017535291097791103,-0.03002082376267208
24,JW_west,-2.5166770768434024,7.55,24.100924289719572,0.5527499999999997,-0.0073796676642071376,-0.014141324130359954
24,JE_east,-1.6036936446294516,4.4,8.360428156606458,0.3382499999999999,-0.02155062747709806,-0.026897208491157114
25,J0_central,-3.3771415096442765,10.265,47.138769641349334,0.5884999999999995,-0.011578013586430767,-0.013630530468788761
25,JN_north,-6.642727682250906,20.2,24.836536780000678,1.461000000000003,-0.018227396963470806,-0.015067335130346962
25,JS_south,-1.1312702796472067,2.85,9.03374819298348,0.25750000000000073,-0.022208992396492398,-0.03240964524594154
25,JW_west,-4.175012629755345,12.8075,37.96833561130054,0.8028750000000001,-0.009384698815116775,-0.010910304253449075
25,JE_east,-1.3089709515821935,3.47,6.441044538794542,0.28699999999999987,-0.0220596733740116,-0.024208278769637052
26,J0_central,-3.159512310624872,9.605,37.6941922474992,0.539250000000002,-0.010564179692856166,-0.01681066582651931
26,JN_north,-7.694280239080597,23.565,27.705277323060145,1.6442499999999938,-0.015012845969040258,-0.01765632492484324
26,JS_south,-1.0385905279973704,2.6125,5.436385773948274,0.25712500000000044,-0.019982711732711742,-0.028330554974050005
26,JW_west,-2.5058443229561163,7.485,30.387385970851042,0.5422499999999999,-0.011125000000000003,-0.010457981785202122
26,JE_east,-0.8745943950521676,2.28,6.382659625097126,0.21349999999999913,-0.013469603313353309,-0.019034009549845674
27,J0_central,-3.4472880404381656,10.5125,44.56915211871465,0.5811250000000029,-0.01081562085790027,-0.017269861228622268
27,JN_north,-7.7285150358053984,23.86,30.76088502100806,1.5585000000000035,-0.012219843962988584,-0.010117287137326413
27,JS_south,-0.8850820616229926,2.13,6.54489563214563,0.21849999999999997,-0.01820337301587302,-0.03394197741391403
27,JW_west,-1.58521417535177,4.62,20.07527259546009,0.3505000000000006,-0.008831439393939391,-0.014137868333137354
27,JE_east,-1.68492135090155,4.6625,6.649563557969803,0.3696249999999999,-0.021910771010035704,-0.022049377067786327
28,J0_central,-2.6301261545343055,7.895,36.48471335608839,0.4665000000000007,-0.010377074314574318,-0.02048662039346534
28,JN_north,-7.984902575045732,24.515,25.727870857291816,1.755250000000001,-0.01190764524570226,-0.011767600094035493
28,JS_south,-1.2576756054081917,3.415,6.393008893883895,0.31825000000000025,-0.015069721944721948,-0.020798923527716718
28,JW_west,-4.175910378837319,12.7975,40.000912929598,0.789875,-0.010532626970989532,-0.013140297676610855
28,JE_east,-1.0822384593383454,2.7825,7.365617334054825,0.23012499999999977,-0.020125090187590185,-0.028535679885622837
29,J0_central,-3.3112650903408714,10.0,40.81940545892024,0.5612499999999991,-0.013129945830313475,-0.02225311757636578
29,JN_north,-7.459893640543643,23.0,30.091474894118456,1.5117500000000001,-0.012116572469941371,-0.009762943266658483
29,JS_south,-1.0400063872380627,2.58,6.3042914238539245,0.26225000000000004,-0.020937590187590192,-0.028191772319742216
29,JW_west,-3.683342097098821,11.22,35.433432368247495,0.7279999999999993,-0.009334147502954714,-0.013005733961710356
29,JE_east,-1.3906124155592199,3.665,9.533534217824654,0.2849999999999996,-0.023079941912662504,-0.031976407167640435
30,J0_central,-3.3954175791398473,10.3575,45.01524533595493,0.5753749999999992,-0.011215811965811966,-0.015837366713464508
30,JN_north,-7.709519715383607,23.7475,32.619967049436255,1.514624999999997,-0.015189741542386948,-0.01625094187002458
30,JS_south,-0.9276841418140019,2.29,7.242533612221112,0.23699999999999977,-0.01807131757131757,-0.02839796501289539
30,JW_west,-1.9685904375992778,5.8,19.981707330455457,0.4174999999999994,-0.010210532523032521,-0.01492807552624536
30,JE_east,-0.7077177688901715,1.7725,5.057820075757577,0.19337499999999938,-0.012130980130980122,-0.017434372151823647
31,J0_central,-2.625371801387082,7.9075,53.77074230329792,0.4486249999999981,-0.011200084229495992,-0.012678551848018534
31,JN_north,-7.443409005477988,22.5975,19.85218337715266,1.6918749999999951,-0.01957392279410311,-0.01816336152424023
31,JS_south,-1.0119918697876638,2.5025,7.606298611111116,0.22562499999999996,-0.021069444444444443,-0.032903489553225446
31,JW_west,-4.19518095514989,12.835,32.402775089512055,0.8130000000000003,-0.010525829151362765,-0.01287582046704051
31,JE_east,-1.2190550558289361,3.1875,4.850469277250527,0.2823749999999999,-0.02318435669722434,-0.019885301941911192
32,J0_central,-3.1294376516160174,9.4625,37.08171366827612,0.5668750000000022,-0.01111361636729284,-0.016382668527725838
32,JN_north,-6.434692741247943,19.4525,16.71815769964098,1.5746250000000006,-0.015463562252359883,-0.013505098625779028
32,JS_south,-2.9108791677893247,8.5575,11.636227584649891,0.6248749999999998,-0.01713444697882122,-0.024133600080316377
32,JW_west,-5.1321864978657326,15.8325,39.47343858583241,0.9421250000000011,-0.01047698883945962,-0.012593410466924644
32,JE_east,-1.4591498544824462,3.9475,5.919780302632956,0.32537499999999986,-0.021508467377565666,-0.023758892430016512
33,J0_central,-2.465596299939315,7.5,49.570348581973676,0.4219999999999993,-0.007638826451326452,-0.011412908647780386
33,JN_north,-9.045793145259555,28.125,36.360003452653494,1.7037500000000088,-0.010945624366813615,-0.013581185261417
33,JS_south,-0.8169464782344252,1.9425,7.915497023809519,0.1973749999999996,-0.02029761904761905,-0.02910911504683893
33,JW_west,-1.535509485616592,4.4225,19.379559163059163,0.36537500000000045,-0.010847527472527476,-0.014815847675650775
33,JE_east,-1.5426742235822202,4.405,7.084686729850818,0.33924999999999955,-0.013861929887278177,-0.017405960621589285
34,J0_central,-3.711958932865433,11.3225,43.35114547327028,0.6551249999999981,-0.010974438497948553,-0.01582041990474166
34,JN_north,-6.6713427162862455,20.335,25.716926360423848,1.4732500000000015,-0.016326385459344846,-0.012643455996807778
34,JS_south,-1.4804243998062063,3.83,4.908034402141118,0.3594999999999996,-0.027705787773028484,-0.03154829197258377
34,JW_west,-3.084312435085544,9.315,34.52249305645718,0.5882499999999996,-0.01257034218576401,-0.014268423580413591
34,JE_east,-0.5290194268289529,1.2975,7.028624999999993,0.12287499999999976,-0.0077142857142857135,-0.02119331063081327
35,J0_central,-3.3866606947431586,10.2725,47.84305024815863,0.5763749999999992,-0.01321930948953008,-0.017125141804975815
35,JN_north,-7.487966366588559,22.8725,23.794979966716983,1.5763749999999974,-0.018293245485179587,-0.0176995100918003
35,JS_south,-1.1812937644254957,3.0125,8.463835457842823,0.2743750000000001,-0.02085407505076623,-0.03226113509630284
35,JW_west,-2.7537637945856592,8.245,29.32751644323383,0.5549999999999999,-0.01133701689177695,-0.015320045573857204
35,JE_east,-0.3377015653510342,0.6225,3.6876650432900417,0.09662500000000016,-0.01281838994338994,-0.01571674832751201
36,J0_central,-2.9883679279758777,9.0275,38.9816215225693,0.5236250000000002,-0.010867287070944191,-0.01755602619426109
36,JN_north,-8.011901468741572,24.6275,26.4995672790812,1.6978749999999971,-0.012999593363479854,-0.013778213891144283
36,JS_south,-0.9404841690433616,2.3775,7.2566211219336205,0.2356250000000003,-0.015536345598845602,-0.02856518345362294
36,JW_west,-1.6185992283499204,4.5475,16.18536318542567,0.36137499999999956,-0.016748945498945497,-0.020228713356652692
36,JE_east,-0.6556562386693627,1.42,1.7972011460761468,0.18525000000000003,-0.021878996003996,-0.021475842253746977
37,J0_central,-2.313089000350017,6.8875,35.82153108003106,0.40287500000000015,-0.01114822677322677,-0.01951674330497576
37,JN_north,-8.166176809198813,25.1,28.088875740484156,1.7187500000000018,-0.014541026688444161,-0.012775111105072545
37,JS_south,-1.068630047897438,2.585,7.220238372738367,0.25425000000000003,-0.026595238095238095,-0.03079120193739797
37,JW_west,-3.632192529450521,11.0725,34.23237692714774,0.7098750000000003,-0.0093637251229163,-0.014182475144740764
37,JE_east,-1.0851039459183691,2.9625,8.932889880952375,0.22337500000000005,-0.01190376984126984,-0.023763071582783832
38,J0_central,-3.128599944895576,9.3625,32.70488798528402,0.5836250000000006,-0.014848006310854605,-0.018139502411195135
38,JN_north,-6.731822237746404,20.4275,19.947450035495333,1.514625,-0.01741886211693119,-0.01619720727001871
38,JS_south,-1.1508964944937523,2.755,4.847255715098886,0.30474999999999997,-0.02829608687880746,-0.03089752373900302
38,JW_west,-3.373495636247465,10.205,31.32767613846852,0.6724999999999994,-0.009862770195490783,-0.015617886324152109
38,JE_east,-0.4343559177736399,0.9325,0.47218130480630477,0.16237500000000007,-0.012909097846597845,-0.005825957959470567
39,J0_central,-3.115822613148327,9.3475,40.87297701236665,0.5263750000000004,-0.013393768619581314,-0.025559862786848145
39,JN_north,-4.567176434886228,13.39,11.015447488864101,1.251000000000001,-0.023425299798157953,-0.015481199328137872
39,JS_south,-0.9624564817830605,2.43,6.875409840159842,0.25099999999999995,-0.01638462925962926,-0.02472289912287568
39,JW_west,-1.9208471255349437,5.615,22.594349802974815,0.40299999999999936,-0.01069744838494838,-0.01758617318551975
39,JE_east,-0.7048535520612286,1.61,1.2790232753357749,0.20499999999999996,-0.020635711510711516,-0.015193728634254104
40,J0_central,-2.971316446737019,8.92,26.029253538117896,0.5469999999999996,-0.012452529045601799,-0.018652755427526257
40,JN_north,-7.002246186553831,21.19,21.545621565240435,1.6992500000000015,-0.01728548578578967,-0.012069349766839807
40,JS_south,-1.1064490612123818,2.7525,6.720886816743623,0.27362500000000006,-0.0228444621146827,-0.029742096273882482
40,JW_west,-1.6555687029139579,4.7525,17.38951502398745,0.3628750000000003,-0.012705323883632708,-0.016262262702295294
40,JE_east,-0.6510945877871294,1.5825,8.274797619047614,0.14412500000000034,-0.010461309523809524,-0.027947741038439187
41,J0_central,-2.679712999666652,8.02,27.592912148105174,0.5039999999999994,-0.011942310548928197,-0.020362424528774254
41,JN_north,-7.832067501045026,23.95,21.287886229662067,1.7729999999999944,-0.014362946751465216,-0.009734073094923124
41,JS_south,-1.1798099905044803,3.215,8.955201785336278,0.30775000000000063,-0.011972276916839601,-0.019619492411213114
41,JW_west,-2.145957392279902,6.4425,30.359244177391204,0.4593749999999998,-0.005376950867759685,-0.01231275842162319
41,JE_east,-0.5892219792519453,1.4325,1.419177152708403,0.16812499999999994,-0.012441021192859437,-0.011472376094895723
42,J0_central,-3.271150203649964,9.8425,30.066178645292613,0.6096250000000005,-0.013681742535070707,-0.01954261321902037
42,JN_north,-4.796266266733628,14.225,16.361961127932226,1.301250000000003,-0.0170596698000591,-0.012864716331593364
42,JS_south,-1.3879300578422658,3.76,7.0543483448740885,0.3524999999999995,-0.01722759879009879,-0.020339289410816933
42,JW_west,-3.6833169730651463,11.2,30.57221141174268,0.728750000000001,-0.009833593816314408,-0.014080259456717209
42,JE_east,-0.33218100343935963,0.565,4.247569715007214,0.12325000000000015,-0.011916666666666666,-0.019379592517942256
43,J0_central,-3.053484587829493,9.2225,35.96012288222409,0.5416249999999995,-0.01202667920314979,-0.013610842716087779
43,JN_north,-7.474951186869827,22.825,22.847085895174516,1.7064999999999957,-0.013448813240443232,-0.012101881130656966
43,JS_south,-0.777932957694341,1.71,4.4702767857142875,0.20699999999999988,-0.022103805916305928,-0.034130284853255644
43,JW_west,-1.9202991415905604,5.6175,23.1243158993784,0.42137500000000044,-0.010901098901098898,-0.01503889433938307
43,JE_east,-1.5256906931027407,4.035,6.990617576867567,0.3350000000000001,-0.0273302947052947,-0.026992930584984278
44,J0_central,-2.298723739119598,6.8325,38.307340583028015,0.4071250000000003,-0.011139485514485513,-0.02086719336504521
44,JN_north,-8.785121432913792,27.21,37.83746088201423,1.726499999999995,-0.011129784601077426,-0.013121769439714506
44,JS_south,-1.4984003811328734,4.2425,7.6577581572409406,0.3388749999999998,-0.013093650426371013,-0.018120328986023983
44,JW_west,-5.084452448583805,15.6525,36.25223221857687,0.9673749999999999,-0.010590728586676297,-0.011628667310726879
44,JE_east,-1.7425854735133068,4.7775,6.118776591657403,0.40262499999999934,-0.02399468602003431,-0.023147786192083335
45,J0_central,-2.9603294624716012,8.9075,34.551340189125916,0.5633750000000011,-0.011148020484417544,-0.015182513315456442
45,JN_north,-7.007137452731697,21.34,28.189455046618015,1.5382499999999972,-0.01804487289078305,-0.015571023654471614
45,JS_south,-1.4754587905704304,3.9275,5.411976797024786,0.3938749999999995,-0.02166530951418721,-0.02421185101533063
45,JW_west,-2.745956860508689,8.2225,25.50378969657579,0.5646250000000006,-0.011359803391053384,-0.015362151292293534
45,JE_east,-0.7044775418100826,1.76,2.225195290820291,0.21075000000000021,-0.014853681041181037,-0.008344047817671237
46,J0_central,-2.8671730968801796,8.55,35.06585396996796,0.5197500000000004,-0.014425554021142262,-0.023844312755190052
46,JN_north,-7.400507427688291,22.6725,22.31776477938661,1.5473749999999982,-0.014502401396958487,-0.016590906330606635
46,JS_south,-1.2125889826945626,3.105,5.876931671806865,0.3327500000000001,-0.018751207126207127,-0.029328419510622327
46,JW_west,-1.6762540477604844,4.78,15.601943991659343,0.35799999999999976,-0.013401460671681256,-0.01949781817989731
46,JE_east,-0.232563065876315,0.43,2.25375,0.07624999999999992,-0.006208333333333332,-0.010397645583681841
47,J0_central,-3.44251752297397,10.4225,36.18640931209318,0.608875000000001,-0.013319604221887504,-0.017402136771876034
47,JN_north,-6.628288717917721,20.0975,21.33231856092548,1.500124999999999,-0.018630528750823022,-0.014604682859916906
47,JS_south,-0.9963832761512006,2.5375,8.149548638861141,0.23437500000000008,-0.01577649433899434,-0.02964954800622713
47,JW_west,-1.821129767273067,5.3025,17.27473480563555,0.3866250000000001,-0.010594208895679486,-0.017391007175447604
47,JE_east,-0.9759967860796632,2.4875,5.0270838744588735,0.23337499999999992,-0.018404224656062885,-0.02053697717778732
